NOC,M,F,Total,Year,Host_Country,Host_City,Summer,Winter
ESP,14,6,20,2014,RUS,Sochi,False,True
EST,18,7,25,2014,RUS,Sochi,False,True
FIN,67,35,102,2014,RUS,Sochi,False,True
FRA,68,39,107,2014,RUS,Sochi,False,True
GBR,33,22,55,2014,RUS,Sochi,False,True
GEO,2,2,4,2014,RUS,Sochi,False,True
GER,76,76,152,2014,RUS,Sochi,False,True
GRE,5,2,7,2014,RUS,Sochi,False,True
HUN,7,9,16,2014,RUS,Sochi,False,True
IRL,4,1,5,2014,RUS,Sochi,False,True
ISL,3,2,5,2014,RUS,Sochi,False,True
ISR,3,1,4,2014,RUS,Sochi,False,True
ITA,67,43,110,2014,RUS,Sochi,False,True
LAT,48,7,55,2014,RUS,Sochi,False,True
LIE,2,1,3,2014,RUS,Sochi,False,True
LTU,4,5,9,2014,RUS,Sochi,False,True
LUX,1,0,1,2014,RUS,Sochi,False,True
MLT,0,1,1,2014,RUS,Sochi,False,True
MDA,3,1,4,2014,RUS,Sochi,False,True
MKD,2,1,3,2014,RUS,Sochi,False,True
MON,4,1,5,2014,RUS,Sochi,False,True
MNE,1,1,2,2014,RUS,Sochi,False,True
NED,20,19,39,2014,RUS,Sochi,False,True
NOR,80,32,112,2014,RUS,Sochi,False,True
POL,34,23,57,2014,RUS,Sochi,False,True
POR,1,1,2,2014,RUS,Sochi,False,True
ROU,15,7,22,2014,RUS,Sochi,False,True
RUS,128,90,218,2014,RUS,Sochi,False,True
SRB,5,3,8,2014,RUS,Sochi,False,True
SLO,46,15,61,2014,RUS,Sochi,False,True
SMR,1,1,2,2014,RUS,Sochi,False,True
SUI,87,69,156,2014,RUS,Sochi,False,True
SVK,45,17,62,2014,RUS,Sochi,False,True
SWE,59,45,104,2014,RUS,Sochi,False,True
TUR,3,3,6,2014,RUS,Sochi,False,True
UKR,19,23,42,2014,RUS,Sochi,False,True
AUS,29,31,60,2014,RUS,Sochi,False,True
NZL,6,8,14,2014,RUS,Sochi,False,True
TGA,1,0,1,2014,RUS,Sochi,False,True
ERI,1,0,1,2018,KOR,PyeongChang,False,True
GHA,1,0,1,2018,KOR,PyeongChang,False,True
KEN,0,1,1,2018,KOR,PyeongChang,False,True
MAD,0,1,1,2018,KOR,PyeongChang,False,True
MAR,2,0,2,2018,KOR,PyeongChang,False,True
NGR,0,4,4,2018,KOR,PyeongChang,False,True
RSA,1,0,1,2018,KOR,PyeongChang,False,True
TOG,0,1,1,2018,KOR,PyeongChang,False,True
ARG,4,3,7,2018,KOR,PyeongChang,False,True
BER,1,0,1,2018,KOR,PyeongChang,False,True
BOL,2,0,2,2018,KOR,PyeongChang,False,True
BRA,6,3,9,2018,KOR,PyeongChang,False,True
CAN,121,103,224,2018,KOR,PyeongChang,False,True
CHI,3,4,7,2018,KOR,PyeongChang,False,True
COL,3,1,4,2018,KOR,PyeongChang,False,True
ECU,1,0,1,2018,KOR,PyeongChang,False,True
JAM,1,2,3,2018,KOR,PyeongChang,False,True
MEX,3,1,4,2018,KOR,PyeongChang,False,True
PUR,1,0,1,2018,KOR,PyeongChang,False,True
USA,131,103,234,2018,KOR,PyeongChang,False,True
CHN,34,46,80,2018,KOR,PyeongChang,False,True
COR**,0,35,35,2018,KOR,PyeongChang,False,True
HKG,0,1,1,2018,KOR,PyeongChang,False,True
IND,2,0,2,2018,KOR,PyeongChang,False,True
IRI,2,2,4,2018,KOR,PyeongChang,False,True
JPN,50,72,122,2018,KOR,PyeongChang,False,True
KAZ,25,19,44,2018,KOR,PyeongChang,False,True
KGZ,2,0,2,2018,KOR,PyeongChang,False,True
KOR,77,45,122,2018,KOR,PyeongChang,False,True
LBN,2,1,3,2018,KOR,PyeongChang,False,True
MAS,2,0,2,2018,KOR,PyeongChang,False,True
MGL,1,1,2,2018,KOR,PyeongChang,False,True
PAK,2,0,2,2018,KOR,PyeongChang,False,True
PHI,2,0,2,2018,KOR,PyeongChang,False,True
PRK,7,3,10,2018,KOR,PyeongChang,False,True
SGP,0,1,1,2018,KOR,PyeongChang,False,True
THA,2,2,4,2018,KOR,PyeongChang,False,True
TLS,1,0,1,2018,KOR,PyeongChang,False,True
TPE,3,1,4,2018,KOR,PyeongChang,False,True
UZB,2,0,2,2018,KOR,PyeongChang,False,True
MON,3,1,4,2018,KOR,PyeongChang,False,True
ALB,1,1,2,2018,KOR,PyeongChang,False,True
AND,4,1,5,2018,KOR,PyeongChang,False,True
ARM,2,1,3,2018,KOR,PyeongChang,False,True
AUT,62,40,102,2018,KOR,PyeongChang,False,True
AZE,1,0,1,2018,KOR,PyeongChang,False,True
BEL,13,9,22,2018,KOR,PyeongChang,False,True
BIH,2,2,4,2018,KOR,PyeongChang,False,True
BLR,16,16,32,2018,KOR,PyeongChang,False,True
BUL,11,9,20,2018,KOR,PyeongChang,False,True
CRO,12,7,19,2018,KOR,PyeongChang,False,True
CYP,1,0,1,2018,KOR,PyeongChang,False,True
CZE,68,25,93,2018,KOR,PyeongChang,False,True
DEN,10,7,17,2018,KOR,PyeongChang,False,True
ESP,11,2,13,2018,KOR,PyeongChang,False,True
EST,16,4,20,2018,KOR,PyeongChang,False,True
FIN,61,39,100,2018,KOR,PyeongChang,False,True
FRA,60,42,102,2018,KOR,PyeongChang,False,True
GBR,34,24,58,2018,KOR,PyeongChang,False,True
GEO,3,1,4,2018,KOR,PyeongChang,False,True
GER,90,56,146,2018,KOR,PyeongChang,False,True
GRE,2,2,4,2018,KOR,PyeongChang,False,True
HUN,8,10,18,2018,KOR,PyeongChang,False,True
IRL,4,1,5,2018,KOR,PyeongChang,False,True
ISL,3,2,5,2018,KOR,PyeongChang,False,True
ISR,7,3,10,2018,KOR,PyeongChang,False,True
ITA,71,46,117,2018,KOR,PyeongChang,False,True
KOS,1,0,1,2018,KOR,PyeongChang,False,True
LAT,25,9,34,2018,KOR,PyeongChang,False,True
LIE,2,1,3,2018,KOR,PyeongChang,False,True
LTU,5,4,9,2018,KOR,PyeongChang,False,True
LUX,1,0,1,2018,KOR,PyeongChang,False,True
MDA,2,0,2,2018,KOR,PyeongChang,False,True
MKD,2,1,3,2018,KOR,PyeongChang,False,True
MLT,0,1,1,2018,KOR,PyeongChang,False,True
MNE,1,2,3,2018,KOR,PyeongChang,False,True
NED,16,16,32,2018,KOR,PyeongChang,False,True
NOR,78,24,102,2018,KOR,PyeongChang,False,True
POL,36,25,61,2018,KOR,PyeongChang,False,True
POR,2,0,2,2018,KOR,PyeongChang,False,True
ROU,19,9,28,2018,KOR,PyeongChang,False,True
SLO,52,19,71,2018,KOR,PyeongChang,False,True
SMR,1,0,1,2018,KOR,PyeongChang,False,True
SRB,3,1,4,2018,KOR,PyeongChang,False,True
SUI,94,69,163,2018,KOR,PyeongChang,False,True
SVK,41,14,55,2018,KOR,PyeongChang,False,True
SWE,59,51,110,2018,KOR,PyeongChang,False,True
TUR,5,3,8,2018,KOR,PyeongChang,False,True
UKR,17,15,32,2018,KOR,PyeongChang,False,True
AUS,28,22,50,2018,KOR,PyeongChang,False,True
NZL,16,4,20,2018,KOR,PyeongChang,False,True
TGA,1,0,1,2018,KOR,PyeongChang,False,True
