NOC,M,F,Total,Year,Host_Country,Host_City,Summer,Winter
GEQ,4,1,5,1996,USA,Atlanta,True,False
KEN,42,10,52,1996,USA,Atlanta,True,False
LES,5,4,9,1996,USA,Atlanta,True,False
LBR,4,1,5,1996,USA,Atlanta,True,False
LBA,4,0,4,1996,USA,Atlanta,True,False
MAD,4,7,11,1996,USA,Atlanta,True,False
MAW,2,0,2,1996,USA,Atlanta,True,False
MLI,1,2,3,1996,USA,Atlanta,True,False
MAR,32,2,34,1996,USA,Atlanta,True,False
MRI,22,5,27,1996,USA,Atlanta,True,False
MTN,4,0,4,1996,USA,Atlanta,True,False
MOZ,2,1,3,1996,USA,Atlanta,True,False
NAM,6,2,8,1996,USA,Atlanta,True,False
NIG,2,1,3,1996,USA,Atlanta,True,False
NGR,49,15,64,1996,USA,Atlanta,True,False
UGA,7,3,10,1996,USA,Atlanta,True,False
RSA,64,20,84,1996,USA,Atlanta,True,False
RWA,4,0,4,1996,USA,Atlanta,True,False
STP,1,1,2,1996,USA,Atlanta,True,False
SEN,11,0,11,1996,USA,Atlanta,True,False
SEY,8,1,9,1996,USA,Atlanta,True,False
SLE,10,4,14,1996,USA,Atlanta,True,False
SOM,4,0,4,1996,USA,Atlanta,True,False
SUD,4,0,4,1996,USA,Atlanta,True,False
SWZ,5,1,6,1996,USA,Atlanta,True,False
TAN,6,1,7,1996,USA,Atlanta,True,False
CHA,3,1,4,1996,USA,Atlanta,True,False
TOG,5,0,5,1996,USA,Atlanta,True,False
TUN,46,6,52,1996,USA,Atlanta,True,False
ZAI,2,12,14,1996,USA,Atlanta,True,False
ZAM,7,1,8,1996,USA,Atlanta,True,False
ZIM,12,1,13,1996,USA,Atlanta,True,False
ANT,8,5,13,1996,USA,Atlanta,True,False
AHO,6,0,6,1996,USA,Atlanta,True,False
ARG,130,47,177,1996,USA,Atlanta,True,False
ARU,3,0,3,1996,USA,Atlanta,True,False
BAH,20,7,27,1996,USA,Atlanta,True,False
BAR,10,2,12,1996,USA,Atlanta,True,False
BIZ,2,3,5,1996,USA,Atlanta,True,False
BER,7,2,9,1996,USA,Atlanta,True,False
BOL,6,2,8,1996,USA,Atlanta,True,False
BRA,153,65,218,1996,USA,Atlanta,True,False
CAY,8,1,9,1996,USA,Atlanta,True,False
CAN,153,151,304,1996,USA,Atlanta,True,False
CHI,16,5,21,1996,USA,Atlanta,True,False
COL,39,9,48,1996,USA,Atlanta,True,False
CRC,6,5,11,1996,USA,Atlanta,True,False
CUB,110,53,163,1996,USA,Atlanta,True,False
DMA,4,2,6,1996,USA,Atlanta,True,False
DOM,12,4,16,1996,USA,Atlanta,True,False
ECU,17,2,19,1996,USA,Atlanta,True,False
GRN,5,0,5,1996,USA,Atlanta,True,False
GUA,25,1,26,1996,USA,Atlanta,True,False
GUY,6,1,7,1996,USA,Atlanta,True,False
HAI,7,0,7,1996,USA,Atlanta,True,False
HON,4,3,7,1996,USA,Atlanta,True,False
JAM,27,19,46,1996,USA,Atlanta,True,False
MEX,69,27,96,1996,USA,Atlanta,True,False
NCA,25,1,26,1996,USA,Atlanta,True,False
PAN,5,2,7,1996,USA,Atlanta,True,False
PAR,6,1,7,1996,USA,Atlanta,True,False
PER,15,14,29,1996,USA,Atlanta,True,False
PUR,47,22,69,1996,USA,Atlanta,True,False
SKN,3,7,10,1996,USA,Atlanta,True,False
LCA,5,1,6,1996,USA,Atlanta,True,False
VIN,7,1,8,1996,USA,Atlanta,True,False
ESA,6,2,8,1996,USA,Atlanta,True,False
SUR,5,2,7,1996,USA,Atlanta,True,False
TTO,8,4,12,1996,USA,Atlanta,True,False
URU,12,2,14,1996,USA,Atlanta,True,False
USA,379,270,649,1996,USA,Atlanta,True,False
VEN,34,5,39,1996,USA,Atlanta,True,False
ISV,6,6,12,1996,USA,Atlanta,True,False
IVB,6,0,6,1996,USA,Atlanta,True,False
AFG,2,0,2,1996,USA,Atlanta,True,False
KSA,29,0,29,1996,USA,Atlanta,True,False
BRN,5,0,5,1996,USA,Atlanta,True,False
BAN,3,1,4,1996,USA,Atlanta,True,False
BHU,1,1,2,1996,USA,Atlanta,True,False
BRU,1,0,1,1996,USA,Atlanta,True,False
CAM,3,2,5,1996,USA,Atlanta,True,False
CHN,111,187,298,1996,USA,Atlanta,True,False
TPE,32,42,74,1996,USA,Atlanta,True,False
KOR,189,113,302,1996,USA,Atlanta,True,False
PRK,15,9,24,1996,USA,Atlanta,True,False
UAE,4,0,4,1996,USA,Atlanta,True,False
HKG,14,9,23,1996,USA,Atlanta,True,False
IND,40,9,49,1996,USA,Atlanta,True,False
INA,23,17,40,1996,USA,Atlanta,True,False
IRI,17,1,18,1996,USA,Atlanta,True,False
IRQ,3,0,3,1996,USA,Atlanta,True,False
JPN,157,149,306,1996,USA,Atlanta,True,False
JOR,3,2,5,1996,USA,Atlanta,True,False
KAZ,72,24,96,1996,USA,Atlanta,True,False
KGZ,26,7,33,1996,USA,Atlanta,True,False
KUW,25,0,25,1996,USA,Atlanta,True,False
LAO,4,1,5,1996,USA,Atlanta,True,False
LBN,0,1,1,1996,USA,Atlanta,True,False
MAS,32,3,35,1996,USA,Atlanta,True,False
MDV,5,1,6,1996,USA,Atlanta,True,False
MGL,12,4,16,1996,USA,Atlanta,True,False
MYA,2,1,3,1996,USA,Atlanta,True,False
NEP,3,3,6,1996,USA,Atlanta,True,False
OMA,4,0,4,1996,USA,Atlanta,True,False
UZB,63,8,71,1996,USA,Atlanta,True,False
PAK,23,1,24,1996,USA,Atlanta,True,False
PHI,8,4,12,1996,USA,Atlanta,True,False
PLE,1,0,1,1996,USA,Atlanta,True,False
QAT,11,0,11,1996,USA,Atlanta,True,False
SGP,9,5,14,1996,USA,Atlanta,True,False
SRI,5,4,9,1996,USA,Atlanta,True,False
SYR,6,1,7,1996,USA,Atlanta,True,False
TJK,6,2,8,1996,USA,Atlanta,True,False
THA,25,12,37,1996,USA,Atlanta,True,False
TKM,4,3,7,1996,USA,Atlanta,True,False
VIE,3,3,6,1996,USA,Atlanta,True,False
YEM,4,0,4,1996,USA,Atlanta,True,False
ALB,3,4,7,1996,USA,Atlanta,True,False
AND,6,2,8,1996,USA,Atlanta,True,False
ARM,30,2,32,1996,USA,Atlanta,True,False
AUT,56,16,72,1996,USA,Atlanta,True,False
AZE,20,3,23,1996,USA,Atlanta,True,False
BEL,41,20,61,1996,USA,Atlanta,True,False
BIH,7,2,9,1996,USA,Atlanta,True,False
BLR,91,65,156,1996,USA,Atlanta,True,False
BUL,74,37,111,1996,USA,Atlanta,True,False
CRO,75,9,84,1996,USA,Atlanta,True,False
CYP,15,2,17,1996,USA,Atlanta,True,False
CZE,76,39,115,1996,USA,Atlanta,True,False
DEN,54,65,119,1996,USA,Atlanta,True,False
ESP,193,94,287,1996,USA,Atlanta,True,False
EST,34,8,42,1996,USA,Atlanta,True,False
FIN,47,29,76,1996,USA,Atlanta,True,False
FRA,199,101,300,1996,USA,Atlanta,True,False
GBR,182,116,298,1996,USA,Atlanta,True,False
GEO,29,7,36,1996,USA,Atlanta,True,False
GER,276,189,465,1996,USA,Atlanta,True,False
GRE,87,34,121,1996,USA,Atlanta,True,False
HUN,144,66,210,1996,USA,Atlanta,True,False
IRL,61,16,77,1996,USA,Atlanta,True,False
ISL,5,4,9,1996,USA,Atlanta,True,False
ISR,18,7,25,1996,USA,Atlanta,True,False
ITA,236,104,340,1996,USA,Atlanta,True,False
LAT,34,13,47,1996,USA,Atlanta,True,False
LIE,0,2,2,1996,USA,Atlanta,True,False
LTU,46,16,62,1996,USA,Atlanta,True,False
LUX,2,4,6,1996,USA,Atlanta,True,False
MDA,35,4,39,1996,USA,Atlanta,True,False
MKD,8,3,11,1996,USA,Atlanta,True,False
MLT,4,3,7,1996,USA,Atlanta,True,False
MON,2,1,3,1996,USA,Atlanta,True,False
NOR,42,54,96,1996,USA,Atlanta,True,False
NED,137,102,239,1996,USA,Atlanta,True,False
POL,125,39,164,1996,USA,Atlanta,True,False
POR,82,24,106,1996,USA,Atlanta,True,False
ROU,97,67,164,1996,USA,Atlanta,True,False
RUS,231,157,388,1996,USA,Atlanta,True,False
SLO,25,12,37,1996,USA,Atlanta,True,False
SMR,6,1,7,1996,USA,Atlanta,True,False
SVK,57,13,70,1996,USA,Atlanta,True,False
SWE,111,66,177,1996,USA,Atlanta,True,False
SUI,72,43,115,1996,USA,Atlanta,True,False
TUR,45,9,54,1996,USA,Atlanta,True,False
UKR,146,84,230,1996,USA,Atlanta,True,False
YUG,59,9,68,1996,USA,Atlanta,True,False
AUS,251,166,417,1996,USA,Atlanta,True,False
COK,2,1,3,1996,USA,Atlanta,True,False
FIJ,14,3,17,1996,USA,Atlanta,True,False
GUM,6,2,8,1996,USA,Atlanta,True,False
NRU,3,0,3,1996,USA,Atlanta,True,False
NZL,66,29,95,1996,USA,Atlanta,True,False
PNG,11,0,11,1996,USA,Atlanta,True,False
SOL,3,1,4,1996,USA,Atlanta,True,False
ASA,6,1,7,1996,USA,Atlanta,True,False
SAM,4,1,5,1996,USA,Atlanta,True,False
TGA,4,1,5,1996,USA,Atlanta,True,False
VAN,3,1,4,1996,USA,Atlanta,True,False
ALG,37,10,47,2000,AUS,Sydney,True,False
ANG,15,15,30,2000,AUS,Sydney,True,False
BDI,5,1,6,2000,AUS,Sydney,True,False
BEN,3,1,4,2000,AUS,Sydney,True,False
BOT,7,0,7,2000,AUS,Sydney,True,False
BUR,3,1,4,2000,AUS,Sydney,True,False
CMR,25,9,34,2000,AUS,Sydney,True,False
CAF,1,2,3,2000,AUS,Sydney,True,False
CGO,3,2,5,2000,AUS,Sydney,True,False
CIV,7,7,14,2000,AUS,Sydney,True,False
COD,1,1,2,2000,AUS,Sydney,True,False
COM,1,1,2,2000,AUS,Sydney,True,False
CPV,1,1,2,2000,AUS,Sydney,True,False
DJI,1,1,2,2000,AUS,Sydney,True,False
EGY,74,15,89,2000,AUS,Sydney,True,False
ERI,2,1,3,2000,AUS,Sydney,True,False
ETH,15,11,26,2000,AUS,Sydney,True,False
GAB,3,2,5,2000,AUS,Sydney,True,False
GAM,1,1,2,2000,AUS,Sydney,True,False
GBS,2,1,3,2000,AUS,Sydney,True,False
GHA,16,6,22,2000,AUS,Sydney,True,False
GUI,3,3,6,2000,AUS,Sydney,True,False
GEQ,2,2,4,2000,AUS,Sydney,True,False
KEN,34,22,56,2000,AUS,Sydney,True,False
LES,4,2,6,2000,AUS,Sydney,True,False
LBR,6,2,8,2000,AUS,Sydney,True,False
LBA,3,0,3,2000,AUS,Sydney,True,False
MAD,5,6,11,2000,AUS,Sydney,True,False
MAW,1,1,2,2000,AUS,Sydney,True,False
MLI,3,2,5,2000,AUS,Sydney,True,False
MAR,46,9,55,2000,AUS,Sydney,True,False
MRI,16,4,20,2000,AUS,Sydney,True,False
MTN,1,1,2,2000,AUS,Sydney,True,False
MOZ,2,2,4,2000,AUS,Sydney,True,False
NAM,9,2,11,2000,AUS,Sydney,True,False
NIG,2,2,4,2000,AUS,Sydney,True,False
NGR,44,39,83,2000,AUS,Sydney,True,False
UGA,9,4,13,2000,AUS,Sydney,True,False
RSA,90,38,128,2000,AUS,Sydney,True,False
RWA,3,2,5,2000,AUS,Sydney,True,False
STP,1,1,2,2000,AUS,Sydney,True,False
SEN,7,19,26,2000,AUS,Sydney,True,False
SEY,6,3,9,2000,AUS,Sydney,True,False
SLE,2,1,3,2000,AUS,Sydney,True,False
SOM,1,1,2,2000,AUS,Sydney,True,False
SUD,2,1,3,2000,AUS,Sydney,True,False
SWZ,4,2,6,2000,AUS,Sydney,True,False
TAN,3,1,4,2000,AUS,Sydney,True,False
CHA,1,1,2,2000,AUS,Sydney,True,False
TOG,2,1,3,2000,AUS,Sydney,True,False
TUN,40,7,47,2000,AUS,Sydney,True,False
ZAM,6,2,8,2000,AUS,Sydney,True,False
ZIM,11,5,16,2000,AUS,Sydney,True,False
ANT,2,1,3,2000,AUS,Sydney,True,False
AHO,6,1,7,2000,AUS,Sydney,True,False
ARG,98,45,143,2000,AUS,Sydney,True,False
ARU,3,2,5,2000,AUS,Sydney,True,False
BAH,16,9,25,2000,AUS,Sydney,True,False
BAR,12,6,18,2000,AUS,Sydney,True,False
BIZ,1,1,2,2000,AUS,Sydney,True,False
BER,4,2,6,2000,AUS,Sydney,True,False
BOL,3,2,5,2000,AUS,Sydney,True,False
BRA,106,92,198,2000,AUS,Sydney,True,False
CAY,1,2,3,2000,AUS,Sydney,True,False
CAN,150,144,294,2000,AUS,Sydney,True,False
CHI,43,7,50,2000,AUS,Sydney,True,False
COL,25,19,44,2000,AUS,Sydney,True,False
CRC,5,2,7,2000,AUS,Sydney,True,False
CUB,147,82,229,2000,AUS,Sydney,True,False
DMA,2,2,4,2000,AUS,Sydney,True,False
DOM,11,2,13,2000,AUS,Sydney,True,False
ECU,7,3,10,2000,AUS,Sydney,True,False
GRN,2,1,3,2000,AUS,Sydney,True,False
GUA,14,1,15,2000,AUS,Sydney,True,False
GUY,3,1,4,2000,AUS,Sydney,True,False
HAI,3,2,5,2000,AUS,Sydney,True,False
HON,18,2,20,2000,AUS,Sydney,True,False
JAM,22,26,48,2000,AUS,Sydney,True,False
MEX,52,26,78,2000,AUS,Sydney,True,False
NCA,4,2,6,2000,AUS,Sydney,True,False
PAN,4,2,6,2000,AUS,Sydney,True,False
PAR,2,3,5,2000,AUS,Sydney,True,False
PER,8,13,21,2000,AUS,Sydney,True,False
PUR,23,6,29,2000,AUS,Sydney,True,False
SKN,1,1,2,2000,AUS,Sydney,True,False
LCA,3,2,5,2000,AUS,Sydney,True,False
VIN,2,2,4,2000,AUS,Sydney,True,False
ESA,4,4,8,2000,AUS,Sydney,True,False
SUR,2,2,4,2000,AUS,Sydney,True,False
TTO,14,5,19,2000,AUS,Sydney,True,False
URU,12,3,15,2000,AUS,Sydney,True,False
USA,333,253,586,2000,AUS,Sydney,True,False
VEN,36,14,50,2000,AUS,Sydney,True,False
ISV,6,3,9,2000,AUS,Sydney,True,False
IVB,1,0,1,2000,AUS,Sydney,True,False
KSA,18,0,18,2000,AUS,Sydney,True,False
BRN,2,2,4,2000,AUS,Sydney,True,False
BAN,2,3,5,2000,AUS,Sydney,True,False
BHU,1,1,2,2000,AUS,Sydney,True,False
BRU,2,0,2,2000,AUS,Sydney,True,False
CAM,2,2,4,2000,AUS,Sydney,True,False
CHN,91,180,271,2000,AUS,Sydney,True,False
TPE,21,34,55,2000,AUS,Sydney,True,False
KOR,175,106,281,2000,AUS,Sydney,True,False
PRK,14,17,31,2000,AUS,Sydney,True,False
UAE,4,0,4,2000,AUS,Sydney,True,False
HKG,19,12,31,2000,AUS,Sydney,True,False
IND,45,21,66,2000,AUS,Sydney,True,False
INA,27,20,47,2000,AUS,Sydney,True,False
IRI,33,1,34,2000,AUS,Sydney,True,False
IRQ,2,2,4,2000,AUS,Sydney,True,False
JPN,156,110,266,2000,AUS,Sydney,True,False
JOR,4,4,8,2000,AUS,Sydney,True,False
KAZ,86,44,130,2000,AUS,Sydney,True,False
KGZ,35,13,48,2000,AUS,Sydney,True,False
KUW,29,0,29,2000,AUS,Sydney,True,False
LAO,2,1,3,2000,AUS,Sydney,True,False
LBN,4,2,6,2000,AUS,Sydney,True,False
MAS,32,8,40,2000,AUS,Sydney,True,False
MDV,2,2,4,2000,AUS,Sydney,True,False
MGL,12,8,20,2000,AUS,Sydney,True,False
MYA,1,6,7,2000,AUS,Sydney,True,False
NEP,2,3,5,2000,AUS,Sydney,True,False
OMA,6,0,6,2000,AUS,Sydney,True,False
UZB,52,18,70,2000,AUS,Sydney,True,False
PAK,26,1,27,2000,AUS,Sydney,True,False
PHI,11,9,20,2000,AUS,Sydney,True,False
PLE,1,1,2,2000,AUS,Sydney,True,False
QAT,17,0,17,2000,AUS,Sydney,True,False
SGP,8,6,14,2000,AUS,Sydney,True,False
SRI,9,9,18,2000,AUS,Sydney,True,False
SYR,6,2,8,2000,AUS,Sydney,True,False
TJK,2,2,4,2000,AUS,Sydney,True,False
THA,34,18,52,2000,AUS,Sydney,True,False
TKM,4,4,8,2000,AUS,Sydney,True,False
VIE,3,4,7,2000,AUS,Sydney,True,False
YEM,1,1,2,2000,AUS,Sydney,True,False
IOA*,3,1,4,2000,AUS,Sydney,True,False
ALB,2,2,4,2000,AUS,Sydney,True,False
AND,3,2,5,2000,AUS,Sydney,True,False
ARM,23,2,25,2000,AUS,Sydney,True,False
AUT,55,37,92,2000,AUS,Sydney,True,False
AZE,25,6,31,2000,AUS,Sydney,True,False
BEL,36,32,68,2000,AUS,Sydney,True,False
BIH,7,2,9,2000,AUS,Sydney,True,False
BLR,72,67,139,2000,AUS,Sydney,True,False
BUL,52,39,91,2000,AUS,Sydney,True,False
CRO,63,26,89,2000,AUS,Sydney,True,False
CYP,17,5,22,2000,AUS,Sydney,True,False
CZE,86,33,119,2000,AUS,Sydney,True,False
DEN,53,44,97,2000,AUS,Sydney,True,False
ESP,216,105,321,2000,AUS,Sydney,True,False
EST,31,2,33,2000,AUS,Sydney,True,False
FIN,40,30,70,2000,AUS,Sydney,True,False
FRA,210,125,335,2000,AUS,Sydney,True,False
GBR,181,129,310,2000,AUS,Sydney,True,False
GEO,27,9,36,2000,AUS,Sydney,True,False
GER,241,181,422,2000,AUS,Sydney,True,False
GRE,82,58,140,2000,AUS,Sydney,True,False
HUN,109,69,178,2000,AUS,Sydney,True,False
IRL,40,24,64,2000,AUS,Sydney,True,False
ISL,9,9,18,2000,AUS,Sydney,True,False
ISR,29,10,39,2000,AUS,Sydney,True,False
ITA,246,115,361,2000,AUS,Sydney,True,False
LAT,30,15,45,2000,AUS,Sydney,True,False
LIE,1,1,2,2000,AUS,Sydney,True,False
LTU,40,21,61,2000,AUS,Sydney,True,False
LUX,2,5,7,2000,AUS,Sydney,True,False
MDA,29,5,34,2000,AUS,Sydney,True,False
MKD,6,4,10,2000,AUS,Sydney,True,False
MLT,4,3,7,2000,AUS,Sydney,True,False
MON,3,1,4,2000,AUS,Sydney,True,False
NOR,44,49,93,2000,AUS,Sydney,True,False
NED,147,84,231,2000,AUS,Sydney,True,False
POL,129,58,187,2000,AUS,Sydney,True,False
POR,48,13,61,2000,AUS,Sydney,True,False
ROU,71,74,145,2000,AUS,Sydney,True,False
RUS,242,194,436,2000,AUS,Sydney,True,False
SLO,55,19,74,2000,AUS,Sydney,True,False
SMR,3,1,4,2000,AUS,Sydney,True,False
SVK,81,27,108,2000,AUS,Sydney,True,False
SWE,98,52,150,2000,AUS,Sydney,True,False
SUI,64,38,102,2000,AUS,Sydney,True,False
TUR,42,15,57,2000,AUS,Sydney,True,False
UKR,139,91,230,2000,AUS,Sydney,True,False
YUG,92,17,109,2000,AUS,Sydney,True,False
AUS,341,276,617,2000,AUS,Sydney,True,False
COK,1,1,2,2000,AUS,Sydney,True,False
