Ath_Name,Host_City,Discipline,Event,Event_Gender,Gender,Medal,NOC,Sport,Summer,Winter,Year
"STEIRA, Kristin Stoermer",Vancouver,Cross Country Skiing,4x5km relay,Women,F,Gold,NOR,Skiing,False,True,2010
"GOSSNER, Miriam",Vancouver,Cross Country Skiing,4x5km relay,Women,F,Silver,GER,Skiing,False,True,2010
"NYSTAD, Claudia",Vancouver,Cross Country Skiing,4x5km relay,Women,F,Silver,GER,Skiing,False,True,2010
"SACHENBACHER-STEHLE, Evi",Vancouver,Cross Country Skiing,4x5km relay,Women,F,Silver,GER,Skiing,False,True,2010
"ZELLER, Katrin",Vancouver,Cross Country Skiing,4x5km relay,Women,F,Silver,GER,Skiing,False,True,2010
"OLSSON, Johan",Vancouver,Cross Country Skiing,50km,Men,M,Bronze,SWE,Skiing,False,True,2010
"NORTHUG, Petter",Vancouver,Cross Country Skiing,50km,Men,M,Gold,NOR,Skiing,False,True,2010
"TEICHMANN, Axel",Vancouver,Cross Country Skiing,50km,Men,M,Silver,GER,Skiing,False,True,2010
"OLSSON, Johan",Vancouver,Cross Country Skiing,Combined 15 + 15km mass start,Men,M,Bronze,SWE,Skiing,False,True,2010
"HELLNER, Marcus",Vancouver,Cross Country Skiing,Combined 15 + 15km mass start,Men,M,Gold,SWE,Skiing,False,True,2010
"ANGERER, Tobias",Vancouver,Cross Country Skiing,Combined 15 + 15km mass start,Men,M,Silver,GER,Skiing,False,True,2010
"KOWALCZYK, Justyna",Vancouver,Cross Country Skiing,Combined 7.5 + 7.5km mass start,Women,F,Bronze,POL,Skiing,False,True,2010
"BJOERGEN, Marit",Vancouver,Cross Country Skiing,Combined 7.5 + 7.5km mass start,Women,F,Gold,NOR,Skiing,False,True,2010
"HAAG, Anna",Vancouver,Cross Country Skiing,Combined 7.5 + 7.5km mass start,Women,F,Silver,SWE,Skiing,False,True,2010
"NORTHUG, Petter",Vancouver,Cross Country Skiing,"Sprint 1,5km",Men,M,Bronze,NOR,Skiing,False,True,2010
"KRIUKOV, Nikita",Vancouver,Cross Country Skiing,"Sprint 1,5km",Men,M,Gold,RUS,Skiing,False,True,2010
"PANZHINSKIY, Alexander",Vancouver,Cross Country Skiing,"Sprint 1,5km",Men,M,Silver,RUS,Skiing,False,True,2010
"MAJDIC, Petra",Vancouver,Cross Country Skiing,sprint 1.5km,Women,F,Bronze,SLO,Skiing,False,True,2010
"BJOERGEN, Marit",Vancouver,Cross Country Skiing,sprint 1.5km,Women,F,Gold,NOR,Skiing,False,True,2010
"KOWALCZYK, Justyna",Vancouver,Cross Country Skiing,sprint 1.5km,Women,F,Silver,POL,Skiing,False,True,2010
"MORILOV, Nikolay",Vancouver,Cross Country Skiing,Team Sprint,Men,M,Bronze,RUS,Skiing,False,True,2010
"PETUKHOV, Alexey",Vancouver,Cross Country Skiing,Team Sprint,Men,M,Bronze,RUS,Skiing,False,True,2010
"NORTHUG, Petter",Vancouver,Cross Country Skiing,Team Sprint,Men,M,Gold,NOR,Skiing,False,True,2010
"PETTERSEN, Oeystein",Vancouver,Cross Country Skiing,Team Sprint,Men,M,Gold,NOR,Skiing,False,True,2010
"TEICHMANN, Axel",Vancouver,Cross Country Skiing,Team Sprint,Men,M,Silver,GER,Skiing,False,True,2010
"TSCHARNKE, Tim",Vancouver,Cross Country Skiing,Team Sprint,Men,M,Silver,GER,Skiing,False,True,2010
"KHAZOVA, Irina",Vancouver,Cross Country Skiing,Team Sprint,Women,F,Bronze,RUS,Skiing,False,True,2010
"KOROSTELEVA, Natalia",Vancouver,Cross Country Skiing,Team Sprint,Women,F,Bronze,RUS,Skiing,False,True,2010
"NYSTAD, Claudia",Vancouver,Cross Country Skiing,Team Sprint,Women,F,Gold,GER,Skiing,False,True,2010
"SACHENBACHER-STEHLE, Evi",Vancouver,Cross Country Skiing,Team Sprint,Women,F,Gold,GER,Skiing,False,True,2010
"HAAG, Anna",Vancouver,Cross Country Skiing,Team Sprint,Women,F,Silver,SWE,Skiing,False,True,2010
"KALLA, Charlotte",Vancouver,Cross Country Skiing,Team Sprint,Women,F,Silver,SWE,Skiing,False,True,2010
"LIU, Zhongqing",Vancouver,Freestyle Skiing,aerials,Men,M,Bronze,CHN,Skiing,False,True,2010
"GRISHIN, Alexei",Vancouver,Freestyle Skiing,aerials,Men,M,Gold,BLR,Skiing,False,True,2010
"PETERSON, Jeret",Vancouver,Freestyle Skiing,aerials,Men,M,Silver,USA,Skiing,False,True,2010
"GUO, Xinxin",Vancouver,Freestyle Skiing,aerials,Women,F,Bronze,CHN,Skiing,False,True,2010
"LASSILA, Lydia",Vancouver,Freestyle Skiing,aerials,Women,F,Gold,AUS,Skiing,False,True,2010
"LI, Nina",Vancouver,Freestyle Skiing,aerials,Women,F,Silver,CHN,Skiing,False,True,2010
"WILSON, Bryon",Vancouver,Freestyle Skiing,moguls,Men,M,Bronze,USA,Skiing,False,True,2010
"BILODEAU, Alexandre",Vancouver,Freestyle Skiing,moguls,Men,M,Gold,CAN,Skiing,False,True,2010
"BEGG-SMITH, Dale",Vancouver,Freestyle Skiing,moguls,Men,M,Silver,AUS,Skiing,False,True,2010
"BAHRKE, Shannon",Vancouver,Freestyle Skiing,moguls,Women,F,Bronze,USA,Skiing,False,True,2010
"KEARNEY, Hannah",Vancouver,Freestyle Skiing,moguls,Women,F,Gold,USA,Skiing,False,True,2010
"HEIL, Jennifer",Vancouver,Freestyle Skiing,moguls,Women,F,Silver,CAN,Skiing,False,True,2010
"GROENVOLD, Audun",Vancouver,Freestyle Skiing,Ski Cross,Men,M,Bronze,NOR,Skiing,False,True,2010
"SCHMID, Michael",Vancouver,Freestyle Skiing,Ski Cross,Men,M,Gold,SUI,Skiing,False,True,2010
"MATT, Andreas",Vancouver,Freestyle Skiing,Ski Cross,Men,M,Silver,AUT,Skiing,False,True,2010
"JOSSERAND, Marion",Vancouver,Freestyle Skiing,Ski Cross,Women,F,Bronze,FRA,Skiing,False,True,2010
"McIVOR, Ashleigh",Vancouver,Freestyle Skiing,Ski Cross,Women,F,Gold,CAN,Skiing,False,True,2010
"BERNTSEN, Hedda",Vancouver,Freestyle Skiing,Ski Cross,Women,F,Silver,NOR,Skiing,False,True,2010
"PITTIN, Alessandro",Vancouver,Nordic Combined,"individual, ski jumping K90 (70m)",Men,M,Bronze,ITA,Skiing,False,True,2010
"LAMY CHAPPUIS, Jason",Vancouver,Nordic Combined,"individual, ski jumping K90 (70m)",Men,M,Gold,FRA,Skiing,False,True,2010
"SPILLANE, Johnny",Vancouver,Nordic Combined,"individual, ski jumping K90 (70m)",Men,M,Silver,USA,Skiing,False,True,2010
"GRUBER, Bernhard",Vancouver,Nordic Combined,SPRINT K120,Men,M,Bronze,AUT,Skiing,False,True,2010
"DEMONG, Bill",Vancouver,Nordic Combined,SPRINT K120,Men,M,Gold,USA,Skiing,False,True,2010
"SPILLANE, Johnny",Vancouver,Nordic Combined,SPRINT K120,Men,M,Silver,USA,Skiing,False,True,2010
"EDELMANN, Tino",Vancouver,Nordic Combined,Team/4x5 km,Men,M,Bronze,GER,Skiing,False,True,2010
"FRENZEL, Eric",Vancouver,Nordic Combined,Team/4x5 km,Men,M,Bronze,GER,Skiing,False,True,2010
"KIRCHEISEN, Bjoern",Vancouver,Nordic Combined,Team/4x5 km,Men,M,Bronze,GER,Skiing,False,True,2010
"RYDZEK, Johannes",Vancouver,Nordic Combined,Team/4x5 km,Men,M,Bronze,GER,Skiing,False,True,2010
"GOTTWALD, Felix",Vancouver,Nordic Combined,Team/4x5 km,Men,M,Gold,AUT,Skiing,False,True,2010
"GRUBER, Bernhard",Vancouver,Nordic Combined,Team/4x5 km,Men,M,Gold,AUT,Skiing,False,True,2010
"KREINER, David",Vancouver,Nordic Combined,Team/4x5 km,Men,M,Gold,AUT,Skiing,False,True,2010
"STECHER, Mario",Vancouver,Nordic Combined,Team/4x5 km,Men,M,Gold,AUT,Skiing,False,True,2010
"CAMEROTA, Brett",Vancouver,Nordic Combined,Team/4x5 km,Men,M,Silver,USA,Skiing,False,True,2010
"DEMONG, Bill",Vancouver,Nordic Combined,Team/4x5 km,Men,M,Silver,USA,Skiing,False,True,2010
"LODWICK, Todd",Vancouver,Nordic Combined,Team/4x5 km,Men,M,Silver,USA,Skiing,False,True,2010
"SPILLANE, Johnny",Vancouver,Nordic Combined,Team/4x5 km,Men,M,Silver,USA,Skiing,False,True,2010
"SCHLIERENZAUER, Gregor",Vancouver,Ski Jumping,K120 individual (90m),Men,M,Bronze,AUT,Skiing,False,True,2010
"AMMANN, Simon",Vancouver,Ski Jumping,K120 individual (90m),Men,M,Gold,SUI,Skiing,False,True,2010
"MALYSZ, Adam",Vancouver,Ski Jumping,K120 individual (90m),Men,M,Silver,POL,Skiing,False,True,2010
"BARDAL, Anders",Vancouver,Ski Jumping,K120 team (90m),Men,M,Bronze,NOR,Skiing,False,True,2010
"EVENSEN, Johan Remen",Vancouver,Ski Jumping,K120 team (90m),Men,M,Bronze,NOR,Skiing,False,True,2010
"HILDE, Tom",Vancouver,Ski Jumping,K120 team (90m),Men,M,Bronze,NOR,Skiing,False,True,2010
"JACOBSEN, Anders",Vancouver,Ski Jumping,K120 team (90m),Men,M,Bronze,NOR,Skiing,False,True,2010
"KOFLER, Andreas",Vancouver,Ski Jumping,K120 team (90m),Men,M,Gold,AUT,Skiing,False,True,2010
"LOITZL, Wolfgang",Vancouver,Ski Jumping,K120 team (90m),Men,M,Gold,AUT,Skiing,False,True,2010
"MORGENSTERN, Thomas",Vancouver,Ski Jumping,K120 team (90m),Men,M,Gold,AUT,Skiing,False,True,2010
"SCHLIERENZAUER, Gregor",Vancouver,Ski Jumping,K120 team (90m),Men,M,Gold,AUT,Skiing,False,True,2010
"NEUMAYER, Michael",Vancouver,Ski Jumping,K120 team (90m),Men,M,Silver,GER,Skiing,False,True,2010
"SCHMITT, Martin",Vancouver,Ski Jumping,K120 team (90m),Men,M,Silver,GER,Skiing,False,True,2010
"UHRMANN, Michael",Vancouver,Ski Jumping,K120 team (90m),Men,M,Silver,GER,Skiing,False,True,2010
"WANK, Andreas",Vancouver,Ski Jumping,K120 team (90m),Men,M,Silver,GER,Skiing,False,True,2010
"SCHLIERENZAUER, Gregor",Vancouver,Ski Jumping,K90 individual (70m),Men,M,Bronze,AUT,Skiing,False,True,2010
"AMMANN, Simon",Vancouver,Ski Jumping,K90 individual (70m),Men,M,Gold,SUI,Skiing,False,True,2010
"MALYSZ, Adam",Vancouver,Ski Jumping,K90 individual (70m),Men,M,Silver,POL,Skiing,False,True,2010
"BOZZETTO, Mathieu",Vancouver,Snowboard,Giant parallel slalom,Men,M,Bronze,FRA,Skiing,False,True,2010
"ANDERSON, Jasey Jay",Vancouver,Snowboard,Giant parallel slalom,Men,M,Gold,CAN,Skiing,False,True,2010
"KARL, Benjamin",Vancouver,Snowboard,Giant parallel slalom,Men,M,Silver,AUT,Skiing,False,True,2010
"KREINER, Marion",Vancouver,Snowboard,Giant parallel slalom,Women,F,Bronze,AUT,Skiing,False,True,2010
"SAUERBREIJ, Nicolien",Vancouver,Snowboard,Giant parallel slalom,Women,F,Gold,NED,Skiing,False,True,2010
"ILYUKHINA, Ekaterina",Vancouver,Snowboard,Giant parallel slalom,Women,F,Silver,RUS,Skiing,False,True,2010
"LAGO, Scott",Vancouver,Snowboard,Half-pipe,Men,M,Bronze,USA,Skiing,False,True,2010
"WHITE, Shaun",Vancouver,Snowboard,Half-pipe,Men,M,Gold,USA,Skiing,False,True,2010
"PIIROINEN, Peetu",Vancouver,Snowboard,Half-pipe,Men,M,Silver,FIN,Skiing,False,True,2010
"CLARK, Kelly",Vancouver,Snowboard,Half-pipe,Women,F,Bronze,USA,Skiing,False,True,2010
"BRIGHT, Torah",Vancouver,Snowboard,Half-pipe,Women,F,Gold,AUS,Skiing,False,True,2010
"TETER, Hannah",Vancouver,Snowboard,Half-pipe,Women,F,Silver,USA,Skiing,False,True,2010
"RAMOIN, Tony",Vancouver,Snowboard,Snowboard Cross,Men,M,Bronze,FRA,Skiing,False,True,2010
"WESCOTT, Seth",Vancouver,Snowboard,Snowboard Cross,Men,M,Gold,USA,Skiing,False,True,2010
"ROBERTSON, Mike",Vancouver,Snowboard,Snowboard Cross,Men,M,Silver,CAN,Skiing,False,True,2010
"NOBS, Olivia",Vancouver,Snowboard,Snowboard Cross,Women,F,Bronze,SUI,Skiing,False,True,2010
"RICKER, Maelle",Vancouver,Snowboard,Snowboard Cross,Women,F,Gold,CAN,Skiing,False,True,2010
"ANTHONIOZ, Deborah",Vancouver,Snowboard,Snowboard Cross,Women,F,Silver,FRA,Skiing,False,True,2010
"LANDERTINGER, Dominik",Sochi,Biathlon,10km,Men,M,Silver,AUT,Biathlon,False,True,2014
"SOUKUP, Jaroslav",Sochi,Biathlon,10km,Men,M,Bronze,CZE,Biathlon,False,True,2014
"BJOERNDALEN, Ole Einar",Sochi,Biathlon,10km,Men,M,Gold,NOR,Biathlon,False,True,2014
"MORAVEC, Ondrej",Sochi,Biathlon,12.5km pursuit,Men,M,Silver,CZE,Biathlon,False,True,2014
"BEATRIX, Jean Guillaume",Sochi,Biathlon,12.5km pursuit,Men,M,Bronze,FRA,Biathlon,False,True,2014
"FOURCADE, Martin",Sochi,Biathlon,12.5km pursuit,Men,M,Gold,FRA,Biathlon,False,True,2014
"MORAVEC, Ondrej",Sochi,Biathlon,15km mass start,Men,M,Bronze,CZE,Biathlon,False,True,2014
"FOURCADE, Martin",Sochi,Biathlon,15km mass start,Men,M,Silver,FRA,Biathlon,False,True,2014
"SVENDSEN, Emil Hegle",Sochi,Biathlon,15km mass start,Men,M,Gold,NOR,Biathlon,False,True,2014
"FOURCADE, Martin",Sochi,Biathlon,20km,Men,M,Gold,FRA,Biathlon,False,True,2014
"LESSER, Erik",Sochi,Biathlon,20km,Men,M,Silver,GER,Biathlon,False,True,2014
"GARANICHEV, Evgeniy",Sochi,Biathlon,20km,Men,M,Bronze,RUS,Biathlon,False,True,2014
"EDER, Simon",Sochi,Biathlon,4x7.5km relay,Men,M,Bronze,AUT,Biathlon,False,True,2014
"LANDERTINGER, Dominik",Sochi,Biathlon,4x7.5km relay,Men,M,Bronze,AUT,Biathlon,False,True,2014
"MESOTITSCH, Daniel",Sochi,Biathlon,4x7.5km relay,Men,M,Bronze,AUT,Biathlon,False,True,2014
"SUMANN, Christoph",Sochi,Biathlon,4x7.5km relay,Men,M,Bronze,AUT,Biathlon,False,True,2014
"BOEHM, Daniel",Sochi,Biathlon,4x7.5km relay,Men,M,Silver,GER,Biathlon,False,True,2014
"LESSER, Erik",Sochi,Biathlon,4x7.5km relay,Men,M,Silver,GER,Biathlon,False,True,2014
"PEIFFER, Arnd",Sochi,Biathlon,4x7.5km relay,Men,M,Silver,GER,Biathlon,False,True,2014
"SCHEMPP, Simon",Sochi,Biathlon,4x7.5km relay,Men,M,Silver,GER,Biathlon,False,True,2014
"MALYSHKO, Dmitry",Sochi,Biathlon,4x7.5km relay,Men,M,Gold,RUS,Biathlon,False,True,2014
"SHIPULIN, Anton",Sochi,Biathlon,4x7.5km relay,Men,M,Gold,RUS,Biathlon,False,True,2014
"USTYUGOV, Evgeny",Sochi,Biathlon,4x7.5km relay,Men,M,Gold,RUS,Biathlon,False,True,2014
"VOLKOV, Alexey",Sochi,Biathlon,4x7.5km relay,Men,M,Gold,RUS,Biathlon,False,True,2014
"MORAVEC, Ondrej",Sochi,Biathlon,Relay mix,Mixed,M,Silver,CZE,Biathlon,False,True,2014
"SOUKUP, Jaroslav",Sochi,Biathlon,Relay mix,Mixed,M,Silver,CZE,Biathlon,False,True,2014
"HOFER, Lukas",Sochi,Biathlon,Relay mix,Mixed,M,Bronze,ITA,Biathlon,False,True,2014
"WINDISCH, Dominik",Sochi,Biathlon,Relay mix,Mixed,M,Bronze,ITA,Biathlon,False,True,2014
"BJOERNDALEN, Ole Einar",Sochi,Biathlon,Relay mix,Mixed,M,Gold,NOR,Biathlon,False,True,2014
"SVENDSEN, Emil Hegle",Sochi,Biathlon,Relay mix,Mixed,M,Gold,NOR,Biathlon,False,True,2014
"DOMRACHEVA, Darya",Sochi,Biathlon,10km pursuit,Women,F,Gold,BLR,Biathlon,False,True,2014
"BERGER, Tora",Sochi,Biathlon,10km pursuit,Women,F,Silver,NOR,Biathlon,False,True,2014
"GREGORIN, Teja",Sochi,Biathlon,10km pursuit,Women,F,Bronze,SLO,Biathlon,False,True,2014
"DOMRACHEVA, Darya",Sochi,Biathlon,"12,5km mass sta",Women,F,Gold,BLR,Biathlon,False,True,2014
"SOUKALOVA, Gabriela",Sochi,Biathlon,"12,5km mass sta",Women,F,Silver,CZE,Biathlon,False,True,2014
"ECKHOFF, Tiril",Sochi,Biathlon,"12,5km mass sta",Women,F,Bronze,NOR,Biathlon,False,True,2014
"DOMRACHEVA, Darya",Sochi,Biathlon,15km,Women,F,Gold,BLR,Biathlon,False,True,2014
"SKARDINO, Nadezhda",Sochi,Biathlon,15km,Women,F,Bronze,BLR,Biathlon,False,True,2014
"GASPARIN, Selina",Sochi,Biathlon,15km,Women,F,Silver,SUI,Biathlon,False,True,2014
"BERGER, Tora",Sochi,Biathlon,4x6km relay,Women,F,Bronze,NOR,Biathlon,False,True,2014
"ECKHOFF, Tiril",Sochi,Biathlon,4x6km relay,Women,F,Bronze,NOR,Biathlon,False,True,2014
"FLATLAND, Ann Kristin Aafedt",Sochi,Biathlon,4x6km relay,Women,F,Bronze,NOR,Biathlon,False,True,2014
"HORN, Fanny Welle-Strand",Sochi,Biathlon,4x6km relay,Women,F,Bronze,NOR,Biathlon,False,True,2014
"DZHYMA, Juliya",Sochi,Biathlon,4x6km relay,Women,F,Gold,UKR,Biathlon,False,True,2014
"PIDHRUSHNA, Olena",Sochi,Biathlon,4x6km relay,Women,F,Gold,UKR,Biathlon,False,True,2014
"SEMERENKO, Valj",Sochi,Biathlon,4x6km relay,Women,F,Gold,UKR,Biathlon,False,True,2014
"SEMERENKO, Vita",Sochi,Biathlon,4x6km relay,Women,F,Gold,UKR,Biathlon,False,True,2014
"KUZMINA, Anastazia",Sochi,Biathlon,7.5km,Women,F,Gold,SVK,Biathlon,False,True,2014
"SEMERENKO, Vita",Sochi,Biathlon,7.5km,Women,F,Bronze,UKR,Biathlon,False,True,2014
"SOUKALOVA, Gabriela",Sochi,Biathlon,Relay mix,Mixed,F,Silver,CZE,Biathlon,False,True,2014
"VITKOVA, Veronika",Sochi,Biathlon,Relay mix,Mixed,F,Silver,CZE,Biathlon,False,True,2014
"OBERHOFER, Karin",Sochi,Biathlon,Relay mix,Mixed,F,Bronze,ITA,Biathlon,False,True,2014
"WIERER, Dorothea",Sochi,Biathlon,Relay mix,Mixed,F,Bronze,ITA,Biathlon,False,True,2014
"BERGER, Tora",Sochi,Biathlon,Relay mix,Mixed,F,Gold,NOR,Biathlon,False,True,2014
"ECKHOFF, Tiril",Sochi,Biathlon,Relay mix,Mixed,F,Gold,NOR,Biathlon,False,True,2014
"DREISKENS, Daumants",Sochi,Bobsleigh,four-man,Men,M,Silver,LAT,Bobsleigh,False,True,2014
"MELBARDIS, Oskars",Sochi,Bobsleigh,four-man,Men,M,Silver,LAT,Bobsleigh,False,True,2014
"STRENGA, Janis",Sochi,Bobsleigh,four-man,Men,M,Silver,LAT,Bobsleigh,False,True,2014
"VILKASTE, Arvis",Sochi,Bobsleigh,four-man,Men,M,Silver,LAT,Bobsleigh,False,True,2014
"FOGT, Christopher",Sochi,Bobsleigh,four-man,Men,M,Bronze,USA,Bobsleigh,False,True,2014
"HOLCOMB, Steven",Sochi,Bobsleigh,four-man,Men,M,Bronze,USA,Bobsleigh,False,True,2014
"LANGTON, Steven",Sochi,Bobsleigh,four-man,Men,M,Bronze,USA,Bobsleigh,False,True,2014
"TOMASEVICZ, Curtis",Sochi,Bobsleigh,four-man,Men,M,Bronze,USA,Bobsleigh,False,True,2014
"BAUMANN, Alex",Sochi,Bobsleigh,two-man,Men,M,Silver,SUI,Bobsleigh,False,True,2014
"HEFTI, Beat",Sochi,Bobsleigh,two-man,Men,M,Silver,SUI,Bobsleigh,False,True,2014
"HOLCOMB, Steven",Sochi,Bobsleigh,two-man,Men,M,Bronze,USA,Bobsleigh,False,True,2014
"LANGTON, Steven",Sochi,Bobsleigh,two-man,Men,M,Bronze,USA,Bobsleigh,False,True,2014
"HUMPHRIES, Kaillie",Sochi,Bobsleigh,two-woman,Women,F,Gold,CAN,Bobsleigh,False,True,2014
"MOYSE, Heather",Sochi,Bobsleigh,two-woman,Women,F,Gold,CAN,Bobsleigh,False,True,2014
"EVANS, Aja",Sochi,Bobsleigh,two-woman,Women,F,Bronze,USA,Bobsleigh,False,True,2014
"GREUBEL, Jamie",Sochi,Bobsleigh,two-woman,Women,F,Bronze,USA,Bobsleigh,False,True,2014
"MEYERS, Elana",Sochi,Bobsleigh,two-woman,Women,F,Silver,USA,Bobsleigh,False,True,2014
"WILLIAMS, Lauryn",Sochi,Bobsleigh,two-woman,Women,F,Silver,USA,Bobsleigh,False,True,2014
"DUKURS, Martins",Sochi,Skeleton,individual,Men,M,Silver,LAT,Bobsleigh,False,True,2014
"TRETIAKOV, Aleksander",Sochi,Skeleton,individual,Men,M,Gold,RUS,Bobsleigh,False,True,2014
"ANTOINE, Matthew",Sochi,Skeleton,individual,Men,M,Bronze,USA,Bobsleigh,False,True,2014
"YARNOLD, Elizabeth",Sochi,Skeleton,individual,Women,F,Gold,GBR,Bobsleigh,False,True,2014
"NIKITINA, Elena",Sochi,Skeleton,individual,Women,F,Bronze,RUS,Bobsleigh,False,True,2014
"PIKUS-PACE, Noelle",Sochi,Skeleton,individual,Women,F,Silver,USA,Bobsleigh,False,True,2014
"FLAXEY, Caleb",Sochi,Curling,curling,Men,M,Gold,CAN,Curling,False,True,2014
"FRY, Ryan",Sochi,Curling,curling,Men,M,Gold,CAN,Curling,False,True,2014
"HARNDEN, E.J.",Sochi,Curling,curling,Men,M,Gold,CAN,Curling,False,True,2014
"HARNDEN, Ryan",Sochi,Curling,curling,Men,M,Gold,CAN,Curling,False,True,2014
"JACOBS, Brad",Sochi,Curling,curling,Men,M,Gold,CAN,Curling,False,True,2014
"ANDREWS, Scott",Sochi,Curling,curling,Men,M,Silver,GBR,Curling,False,True,2014
"BREWSTER, Tom",Sochi,Curling,curling,Men,M,Silver,GBR,Curling,False,True,2014
"DRUMMOND, Greg",Sochi,Curling,curling,Men,M,Silver,GBR,Curling,False,True,2014
"GOODFELLOW, Michael",Sochi,Curling,curling,Men,M,Silver,GBR,Curling,False,True,2014
"MURDOCH, David",Sochi,Curling,curling,Men,M,Silver,GBR,Curling,False,True,2014
"EDIN, Niklas",Sochi,Curling,curling,Men,M,Bronze,SWE,Curling,False,True,2014
"ERIKSSON, Oskar",Sochi,Curling,curling,Men,M,Bronze,SWE,Curling,False,True,2014
"KJAELL, Viktor",Sochi,Curling,curling,Men,M,Bronze,SWE,Curling,False,True,2014
"KRAUPP, Sebastian",Sochi,Curling,curling,Men,M,Bronze,SWE,Curling,False,True,2014
"LINDBERG, Fredrik",Sochi,Curling,curling,Men,M,Bronze,SWE,Curling,False,True,2014
"JONES, Jennifer",Sochi,Curling,curling,Women,F,Gold,CAN,Curling,False,True,2014
"LAWES, Kaitlyn",Sochi,Curling,curling,Women,F,Gold,CAN,Curling,False,True,2014
"MCEWEN, Dawn",Sochi,Curling,curling,Women,F,Gold,CAN,Curling,False,True,2014
"OFFICER, Jill",Sochi,Curling,curling,Women,F,Gold,CAN,Curling,False,True,2014
"WALL, Kirsten",Sochi,Curling,curling,Women,F,Gold,CAN,Curling,False,True,2014
"ADAMS, Vicki",Sochi,Curling,curling,Women,F,Bronze,GBR,Curling,False,True,2014
"GRAY, Lauren",Sochi,Curling,curling,Women,F,Bronze,GBR,Curling,False,True,2014
"HAMILTON, Claire",Sochi,Curling,curling,Women,F,Bronze,GBR,Curling,False,True,2014
"MUIRHEAD, Eve",Sochi,Curling,curling,Women,F,Bronze,GBR,Curling,False,True,2014
"SLOAN, Anna",Sochi,Curling,curling,Women,F,Bronze,GBR,Curling,False,True,2014
"BERTRUP, Christina",Sochi,Curling,curling,Women,F,Silver,SWE,Curling,False,True,2014
"KNOCHENHAUER, Agnes",Sochi,Curling,curling,Women,F,Silver,SWE,Curling,False,True,2014
"PRYTZ, Maria",Sochi,Curling,curling,Women,F,Silver,SWE,Curling,False,True,2014
"SIGFRIDSSON, Margaretha",Sochi,Curling,curling,Women,F,Silver,SWE,Curling,False,True,2014
"WENNERSTROEM, Maria",Sochi,Curling,curling,Women,F,Silver,SWE,Curling,False,True,2014
"BENN, Jamie",Sochi,Ice Hockey,ice hockey,Men,M,Gold,CAN,Ice Hockey,False,True,2014
"BERGERON, Patrice",Sochi,Ice Hockey,ice hockey,Men,M,Gold,CAN,Ice Hockey,False,True,2014
"BOUWMEESTER, Jay",Sochi,Ice Hockey,ice hockey,Men,M,Gold,CAN,Ice Hockey,False,True,2014
"CARTER, Jeff",Sochi,Ice Hockey,ice hockey,Men,M,Gold,CAN,Ice Hockey,False,True,2014
"CROSBY, Sidney",Sochi,Ice Hockey,ice hockey,Men,M,Gold,CAN,Ice Hockey,False,True,2014
"DOUGHTY, Drew",Sochi,Ice Hockey,ice hockey,Men,M,Gold,CAN,Ice Hockey,False,True,2014
"DUCHENE, Matt",Sochi,Ice Hockey,ice hockey,Men,M,Gold,CAN,Ice Hockey,False,True,2014
"GETZLAF, Ryan",Sochi,Ice Hockey,ice hockey,Men,M,Gold,CAN,Ice Hockey,False,True,2014
"HAMHUIS, Dan",Sochi,Ice Hockey,ice hockey,Men,M,Gold,CAN,Ice Hockey,False,True,2014
"KEITH, Duncan",Sochi,Ice Hockey,ice hockey,Men,M,Gold,CAN,Ice Hockey,False,True,2014
"KUNITZ, Chris",Sochi,Ice Hockey,ice hockey,Men,M,Gold,CAN,Ice Hockey,False,True,2014
"LUONGO, Roberto",Sochi,Ice Hockey,ice hockey,Men,M,Gold,CAN,Ice Hockey,False,True,2014
"MARLEAU, Patrick",Sochi,Ice Hockey,ice hockey,Men,M,Gold,CAN,Ice Hockey,False,True,2014
"NASH, Rick",Sochi,Ice Hockey,ice hockey,Men,M,Gold,CAN,Ice Hockey,False,True,2014
"PERRY, Corey",Sochi,Ice Hockey,ice hockey,Men,M,Gold,CAN,Ice Hockey,False,True,2014
"PIETRANGELO, Alex",Sochi,Ice Hockey,ice hockey,Men,M,Gold,CAN,Ice Hockey,False,True,2014
"PRICE, Carey",Sochi,Ice Hockey,ice hockey,Men,M,Gold,CAN,Ice Hockey,False,True,2014
"SHARP, Patrick",Sochi,Ice Hockey,ice hockey,Men,M,Gold,CAN,Ice Hockey,False,True,2014
"SMITH, Mike",Sochi,Ice Hockey,ice hockey,Men,M,Gold,CAN,Ice Hockey,False,True,2014
"ST-LOUIS, Martin",Sochi,Ice Hockey,ice hockey,Men,M,Gold,CAN,Ice Hockey,False,True,2014
"SUBBAN, Pk",Sochi,Ice Hockey,ice hockey,Men,M,Gold,CAN,Ice Hockey,False,True,2014
"TAVARES, John",Sochi,Ice Hockey,ice hockey,Men,M,Gold,CAN,Ice Hockey,False,True,2014
"TOEWS, Jonathan",Sochi,Ice Hockey,ice hockey,Men,M,Gold,CAN,Ice Hockey,False,True,2014
"VLASIC, Marc-Edouard",Sochi,Ice Hockey,ice hockey,Men,M,Gold,CAN,Ice Hockey,False,True,2014
"WEBER, Shea",Sochi,Ice Hockey,ice hockey,Men,M,Gold,CAN,Ice Hockey,False,True,2014
"AALTONEN, Juhamatti",Sochi,Ice Hockey,ice hockey,Men,M,Bronze,FIN,Ice Hockey,False,True,2014
