Ath_Name,Host_City,Discipline,Event,Event_Gender,Gender,Medal,NOC,Sport,Summer,Winter,Year
"BARKOV, Aleksander",Sochi,Ice Hockey,ice hockey,Men,M,Bronze,FIN,Ice Hockey,False,True,2014
"GRANLUND, Mikael",Sochi,Ice Hockey,ice hockey,Men,M,Bronze,FIN,Ice Hockey,False,True,2014
"HIETANEN, Juuso",Sochi,Ice Hockey,ice hockey,Men,M,Bronze,FIN,Ice Hockey,False,True,2014
"IMMONEN, Jarkko",Sochi,Ice Hockey,ice hockey,Men,M,Bronze,FIN,Ice Hockey,False,True,2014
"JOKINEN, Jussi",Sochi,Ice Hockey,ice hockey,Men,M,Bronze,FIN,Ice Hockey,False,True,2014
"JOKINEN, Olli",Sochi,Ice Hockey,ice hockey,Men,M,Bronze,FIN,Ice Hockey,False,True,2014
"KOMAROV, Leo",Sochi,Ice Hockey,ice hockey,Men,M,Bronze,FIN,Ice Hockey,False,True,2014
"KONTIOLA, Petri",Sochi,Ice Hockey,ice hockey,Men,M,Bronze,FIN,Ice Hockey,False,True,2014
"KORPIKOSKI, Lauri",Sochi,Ice Hockey,ice hockey,Men,M,Bronze,FIN,Ice Hockey,False,True,2014
"KUKKONEN, Lasse",Sochi,Ice Hockey,ice hockey,Men,M,Bronze,FIN,Ice Hockey,False,True,2014
"LEHTERA, Jori",Sochi,Ice Hockey,ice hockey,Men,M,Bronze,FIN,Ice Hockey,False,True,2014
"LEHTONEN, Kari",Sochi,Ice Hockey,ice hockey,Men,M,Bronze,FIN,Ice Hockey,False,True,2014
"LEPISTO, Sami",Sochi,Ice Hockey,ice hockey,Men,M,Bronze,FIN,Ice Hockey,False,True,2014
"MAATTA, Olli",Sochi,Ice Hockey,ice hockey,Men,M,Bronze,FIN,Ice Hockey,False,True,2014
"NIEMI, Antti",Sochi,Ice Hockey,ice hockey,Men,M,Bronze,FIN,Ice Hockey,False,True,2014
"PIHLSTROM, Antti",Sochi,Ice Hockey,ice hockey,Men,M,Bronze,FIN,Ice Hockey,False,True,2014
"RASK, Tuukka",Sochi,Ice Hockey,ice hockey,Men,M,Bronze,FIN,Ice Hockey,False,True,2014
"RUUTU, Tuomo",Sochi,Ice Hockey,ice hockey,Men,M,Bronze,FIN,Ice Hockey,False,True,2014
"SALMINEN, Sakari",Sochi,Ice Hockey,ice hockey,Men,M,Bronze,FIN,Ice Hockey,False,True,2014
"SALO, Sami",Sochi,Ice Hockey,ice hockey,Men,M,Bronze,FIN,Ice Hockey,False,True,2014
"SELANNE, Teemu",Sochi,Ice Hockey,ice hockey,Men,M,Bronze,FIN,Ice Hockey,False,True,2014
"TIMONEN, Kimmo",Sochi,Ice Hockey,ice hockey,Men,M,Bronze,FIN,Ice Hockey,False,True,2014
"VAANANEN, Ossi",Sochi,Ice Hockey,ice hockey,Men,M,Bronze,FIN,Ice Hockey,False,True,2014
"VATANEN, Sami",Sochi,Ice Hockey,ice hockey,Men,M,Bronze,FIN,Ice Hockey,False,True,2014
"ALFREDSSON, Daniel",Sochi,Ice Hockey,ice hockey,Men,M,Silver,SWE,Ice Hockey,False,True,2014
"BACKSTROM, Nicklas",Sochi,Ice Hockey,ice hockey,Men,M,Silver,SWE,Ice Hockey,False,True,2014
"BERGLUND, Patrik",Sochi,Ice Hockey,ice hockey,Men,M,Silver,SWE,Ice Hockey,False,True,2014
"EDLER, Alexander",Sochi,Ice Hockey,ice hockey,Men,M,Silver,SWE,Ice Hockey,False,True,2014
"EKMAN LARSSON, Oliver",Sochi,Ice Hockey,ice hockey,Men,M,Silver,SWE,Ice Hockey,False,True,2014
"ENROTH, Jhonas",Sochi,Ice Hockey,ice hockey,Men,M,Silver,SWE,Ice Hockey,False,True,2014
"ERICSSON, Jimmie",Sochi,Ice Hockey,ice hockey,Men,M,Silver,SWE,Ice Hockey,False,True,2014
"ERICSSON, Jonathan",Sochi,Ice Hockey,ice hockey,Men,M,Silver,SWE,Ice Hockey,False,True,2014
"ERIKSSON, Loui",Sochi,Ice Hockey,ice hockey,Men,M,Silver,SWE,Ice Hockey,False,True,2014
"GUSTAVSSON, Jonas",Sochi,Ice Hockey,ice hockey,Men,M,Silver,SWE,Ice Hockey,False,True,2014
"HAGELIN, Carl",Sochi,Ice Hockey,ice hockey,Men,M,Silver,SWE,Ice Hockey,False,True,2014
"HJALMARSSON, Niklas",Sochi,Ice Hockey,ice hockey,Men,M,Silver,SWE,Ice Hockey,False,True,2014
"JOHANSSON, Marcus",Sochi,Ice Hockey,ice hockey,Men,M,Silver,SWE,Ice Hockey,False,True,2014
"KARLSSON, Erik",Sochi,Ice Hockey,ice hockey,Men,M,Silver,SWE,Ice Hockey,False,True,2014
"KRONWALL, Niklas",Sochi,Ice Hockey,ice hockey,Men,M,Silver,SWE,Ice Hockey,False,True,2014
"KRUGER, Marcus",Sochi,Ice Hockey,ice hockey,Men,M,Silver,SWE,Ice Hockey,False,True,2014
"LANDESKOG, Gabriel",Sochi,Ice Hockey,ice hockey,Men,M,Silver,SWE,Ice Hockey,False,True,2014
"LUNDQVIST, Henrik",Sochi,Ice Hockey,ice hockey,Men,M,Silver,SWE,Ice Hockey,False,True,2014
"NYQUIST, Gustav",Sochi,Ice Hockey,ice hockey,Men,M,Silver,SWE,Ice Hockey,False,True,2014
"ODUYA, Johnny",Sochi,Ice Hockey,ice hockey,Men,M,Silver,SWE,Ice Hockey,False,True,2014
"SEDIN, Daniel",Sochi,Ice Hockey,ice hockey,Men,M,Silver,SWE,Ice Hockey,False,True,2014
"SILFVERBERG, Jakob",Sochi,Ice Hockey,ice hockey,Men,M,Silver,SWE,Ice Hockey,False,True,2014
"STEEN, Alexander",Sochi,Ice Hockey,ice hockey,Men,M,Silver,SWE,Ice Hockey,False,True,2014
"TALLINDER, Henrik",Sochi,Ice Hockey,ice hockey,Men,M,Silver,SWE,Ice Hockey,False,True,2014
"ZETTERBERG, Henrik",Sochi,Ice Hockey,ice hockey,Men,M,Silver,SWE,Ice Hockey,False,True,2014
"AGOSTA, Meghan",Sochi,Ice Hockey,ice hockey,Women,F,Gold,CAN,Ice Hockey,False,True,2014
"APPS, Gillian",Sochi,Ice Hockey,ice hockey,Women,F,Gold,CAN,Ice Hockey,False,True,2014
"DAOUST, Melodie",Sochi,Ice Hockey,ice hockey,Women,F,Gold,CAN,Ice Hockey,False,True,2014
"FORTINO, Laura",Sochi,Ice Hockey,ice hockey,Women,F,Gold,CAN,Ice Hockey,False,True,2014
"HEFFORD, Jayna",Sochi,Ice Hockey,ice hockey,Women,F,Gold,CAN,Ice Hockey,False,True,2014
"IRWIN, Haley",Sochi,Ice Hockey,ice hockey,Women,F,Gold,CAN,Ice Hockey,False,True,2014
"JENNER, Brianne",Sochi,Ice Hockey,ice hockey,Women,F,Gold,CAN,Ice Hockey,False,True,2014
"JOHNSTON, Rebecca",Sochi,Ice Hockey,ice hockey,Women,F,Gold,CAN,Ice Hockey,False,True,2014
"LABONTE, Charline",Sochi,Ice Hockey,ice hockey,Women,F,Gold,CAN,Ice Hockey,False,True,2014
"LACASSE, Genevieve",Sochi,Ice Hockey,ice hockey,Women,F,Gold,CAN,Ice Hockey,False,True,2014
"LAROCQUE, Jocelyne",Sochi,Ice Hockey,ice hockey,Women,F,Gold,CAN,Ice Hockey,False,True,2014
"MIKKELSON, Meaghan",Sochi,Ice Hockey,ice hockey,Women,F,Gold,CAN,Ice Hockey,False,True,2014
"OUELLETTE, Caroline",Sochi,Ice Hockey,ice hockey,Women,F,Gold,CAN,Ice Hockey,False,True,2014
"POULIN, Marie-Philip",Sochi,Ice Hockey,ice hockey,Women,F,Gold,CAN,Ice Hockey,False,True,2014
"ROUGEAU, Lauriane",Sochi,Ice Hockey,ice hockey,Women,F,Gold,CAN,Ice Hockey,False,True,2014
"SPOONER, Natalie",Sochi,Ice Hockey,ice hockey,Women,F,Gold,CAN,Ice Hockey,False,True,2014
"SZABADOS, Shannon",Sochi,Ice Hockey,ice hockey,Women,F,Gold,CAN,Ice Hockey,False,True,2014
"WAKEFIELD, Jennifer",Sochi,Ice Hockey,ice hockey,Women,F,Gold,CAN,Ice Hockey,False,True,2014
"WARD, Catherine",Sochi,Ice Hockey,ice hockey,Women,F,Gold,CAN,Ice Hockey,False,True,2014
"WATCHORN, Tara",Sochi,Ice Hockey,ice hockey,Women,F,Gold,CAN,Ice Hockey,False,True,2014
"WICKENHEISER, Hayley",Sochi,Ice Hockey,ice hockey,Women,F,Gold,CAN,Ice Hockey,False,True,2014
"ALDER, Janine",Sochi,Ice Hockey,ice hockey,Women,F,Bronze,SUI,Ice Hockey,False,True,2014
"ALTMANN, Livia",Sochi,Ice Hockey,ice hockey,Women,F,Bronze,SUI,Ice Hockey,False,True,2014
"ANTHAMATTEN, Sophie",Sochi,Ice Hockey,ice hockey,Women,F,Bronze,SUI,Ice Hockey,False,True,2014
"BENZ, Laura",Sochi,Ice Hockey,ice hockey,Women,F,Bronze,SUI,Ice Hockey,False,True,2014
"BENZ, Sara",Sochi,Ice Hockey,ice hockey,Women,F,Bronze,SUI,Ice Hockey,False,True,2014
"BULLO, Nicole",Sochi,Ice Hockey,ice hockey,Women,F,Bronze,SUI,Ice Hockey,False,True,2014
"EGGIMANN, Romy",Sochi,Ice Hockey,ice hockey,Women,F,Bronze,SUI,Ice Hockey,False,True,2014
"FORSTER, Sarah",Sochi,Ice Hockey,ice hockey,Women,F,Bronze,SUI,Ice Hockey,False,True,2014
"FRAUTSCHI, Angela",Sochi,Ice Hockey,ice hockey,Women,F,Bronze,SUI,Ice Hockey,False,True,2014
"LUTZ, Jessica",Sochi,Ice Hockey,ice hockey,Women,F,Bronze,SUI,Ice Hockey,False,True,2014
"MARTY, Julia",Sochi,Ice Hockey,ice hockey,Women,F,Bronze,SUI,Ice Hockey,False,True,2014
"MARTY, Stefanie",Sochi,Ice Hockey,ice hockey,Women,F,Bronze,SUI,Ice Hockey,False,True,2014
"MULLER, Alina",Sochi,Ice Hockey,ice hockey,Women,F,Bronze,SUI,Ice Hockey,False,True,2014
"NABHOLZ, Katrin",Sochi,Ice Hockey,ice hockey,Women,F,Bronze,SUI,Ice Hockey,False,True,2014
"RASELLI, Evelina",Sochi,Ice Hockey,ice hockey,Women,F,Bronze,SUI,Ice Hockey,False,True,2014
"SCHELLING, Florence",Sochi,Ice Hockey,ice hockey,Women,F,Bronze,SUI,Ice Hockey,False,True,2014
"STAENZ, Phoebe",Sochi,Ice Hockey,ice hockey,Women,F,Bronze,SUI,Ice Hockey,False,True,2014
"STALDER, Lara",Sochi,Ice Hockey,ice hockey,Women,F,Bronze,SUI,Ice Hockey,False,True,2014
"STIEFEL, Anja",Sochi,Ice Hockey,ice hockey,Women,F,Bronze,SUI,Ice Hockey,False,True,2014
"THALMANN, Sandra",Sochi,Ice Hockey,ice hockey,Women,F,Bronze,SUI,Ice Hockey,False,True,2014
"WAIDACHER, Nina",Sochi,Ice Hockey,ice hockey,Women,F,Bronze,SUI,Ice Hockey,False,True,2014
"BELLAMY, Kacey",Sochi,Ice Hockey,ice hockey,Women,F,Silver,USA,Ice Hockey,False,True,2014
"BOZEK, Megan",Sochi,Ice Hockey,ice hockey,Women,F,Silver,USA,Ice Hockey,False,True,2014
"CARPENTER, Alex",Sochi,Ice Hockey,ice hockey,Women,F,Silver,USA,Ice Hockey,False,True,2014
"CHU, Julie",Sochi,Ice Hockey,ice hockey,Women,F,Silver,USA,Ice Hockey,False,True,2014
"COYNE, Kendall",Sochi,Ice Hockey,ice hockey,Women,F,Silver,USA,Ice Hockey,False,True,2014
"DECKER, Brianna",Sochi,Ice Hockey,ice hockey,Women,F,Silver,USA,Ice Hockey,False,True,2014
"DUGGAN, Meghan",Sochi,Ice Hockey,ice hockey,Women,F,Silver,USA,Ice Hockey,False,True,2014
"FRY, Lyndsey",Sochi,Ice Hockey,ice hockey,Women,F,Silver,USA,Ice Hockey,False,True,2014
"KESSEL, Amanda",Sochi,Ice Hockey,ice hockey,Women,F,Silver,USA,Ice Hockey,False,True,2014
"KNIGHT, Hilary",Sochi,Ice Hockey,ice hockey,Women,F,Silver,USA,Ice Hockey,False,True,2014
"LAMOUREUX, Jocelyne",Sochi,Ice Hockey,ice hockey,Women,F,Silver,USA,Ice Hockey,False,True,2014
"LAMOUREUX, Monique",Sochi,Ice Hockey,ice hockey,Women,F,Silver,USA,Ice Hockey,False,True,2014
"MARVIN, Gigi",Sochi,Ice Hockey,ice hockey,Women,F,Silver,USA,Ice Hockey,False,True,2014
"MCLAUGHLIN, Brianne",Sochi,Ice Hockey,ice hockey,Women,F,Silver,USA,Ice Hockey,False,True,2014
"PICARD, Michelle",Sochi,Ice Hockey,ice hockey,Women,F,Silver,USA,Ice Hockey,False,True,2014
"PUCCI, Josephine",Sochi,Ice Hockey,ice hockey,Women,F,Silver,USA,Ice Hockey,False,True,2014
"SCHAUS, Molly",Sochi,Ice Hockey,ice hockey,Women,F,Silver,USA,Ice Hockey,False,True,2014
"SCHLEPER, Anne",Sochi,Ice Hockey,ice hockey,Women,F,Silver,USA,Ice Hockey,False,True,2014
"STACK, Kelli",Sochi,Ice Hockey,ice hockey,Women,F,Silver,USA,Ice Hockey,False,True,2014
"STECKLEIN, Lee",Sochi,Ice Hockey,ice hockey,Women,F,Silver,USA,Ice Hockey,False,True,2014
"VETTER, Jessie",Sochi,Ice Hockey,ice hockey,Women,F,Silver,USA,Ice Hockey,False,True,2014
"LINGER, Andreas",Sochi,Luge,doubles,Open,M,Silver,AUT,Luge,False,True,2014
"LINGER, Wolfgang",Sochi,Luge,doubles,Open,M,Silver,AUT,Luge,False,True,2014
"ARLT, Tobias",Sochi,Luge,doubles,Open,M,Gold,GER,Luge,False,True,2014
"WENDL, Tobias",Sochi,Luge,doubles,Open,M,Gold,GER,Luge,False,True,2014
"SICS, Andris",Sochi,Luge,doubles,Open,M,Bronze,LAT,Luge,False,True,2014
"SICS, Juris",Sochi,Luge,doubles,Open,M,Bronze,LAT,Luge,False,True,2014
"ARLT, Tobias",Sochi,Luge,Mixed Relay,Mixed,M,Gold,GER,Luge,False,True,2014
"LOCH, Felix",Sochi,Luge,Mixed Relay,Mixed,M,Gold,GER,Luge,False,True,2014
"WENDL, Tobias",Sochi,Luge,Mixed Relay,Mixed,M,Gold,GER,Luge,False,True,2014
"RUBENIS, Martins",Sochi,Luge,Mixed Relay,Mixed,M,Bronze,LAT,Luge,False,True,2014
"SICS, Andris",Sochi,Luge,Mixed Relay,Mixed,M,Bronze,LAT,Luge,False,True,2014
"SICS, Juris",Sochi,Luge,Mixed Relay,Mixed,M,Bronze,LAT,Luge,False,True,2014
"ANTONOV, Vladislav",Sochi,Luge,Mixed Relay,Mixed,M,Silver,RUS,Luge,False,True,2014
"DENISYEV, Alexander",Sochi,Luge,Mixed Relay,Mixed,M,Silver,RUS,Luge,False,True,2014
"DEMTSCHENKO, Albert",Sochi,Luge,Mixed Relay,Mixed,M,Silver,RUS,Luge,False,True,2014
"LOCH, Felix",Sochi,Luge,singles,Men,M,Gold,GER,Luge,False,True,2014
"ZOEGGELER, Armin",Sochi,Luge,singles,Men,M,Bronze,ITA,Luge,False,True,2014
"DEMTSCHENKO, Albert",Sochi,Luge,singles,Men,M,Silver,RUS,Luge,False,True,2014
"GEISENBERGER, Natalie",Sochi,Luge,Mixed Relay,Mixed,F,Gold,GER,Luge,False,True,2014
"TIRUMA, Eliza",Sochi,Luge,Mixed Relay,Mixed,F,Bronze,LAT,Luge,False,True,2014
"IVANOVA, Tatiana",Sochi,Luge,Mixed Relay,Mixed,F,Silver,RUS,Luge,False,True,2014
"GEISENBERGER, Natalie",Sochi,Luge,singles,Women,F,Gold,GER,Luge,False,True,2014
"HUEFNER, Tatjana",Sochi,Luge,singles,Women,F,Silver,GER,Luge,False,True,2014
"HAMLIN, Erin",Sochi,Luge,singles,Women,F,Bronze,USA,Luge,False,True,2014
"MOIR, Scott",Sochi,Figure skating,ice dancing,Mixed,M,Silver,CAN,Skating,False,True,2014
"KATSALAPOV, Nikita",Sochi,Figure skating,ice dancing,Mixed,M,Bronze,RUS,Skating,False,True,2014
"WHITE, Charlie",Sochi,Figure skating,ice dancing,Mixed,M,Gold,USA,Skating,False,True,2014
"CHAN, Patrick",Sochi,Figure skating,individual,Men,M,Silver,CAN,Skating,False,True,2014
"HANYU, Yuzuru",Sochi,Figure skating,individual,Men,M,Gold,JPN,Skating,False,True,2014
"TEN, Denis",Sochi,Figure skating,individual,Men,M,Bronze,KAZ,Skating,False,True,2014
"SZOLKOWY, Robin",Sochi,Figure skating,pairs,Mixed,M,Bronze,GER,Skating,False,True,2014
"KLIMOV, Fedor",Sochi,Figure skating,pairs,Mixed,M,Silver,RUS,Skating,False,True,2014
"TRANKOV, Maxim",Sochi,Figure skating,pairs,Mixed,M,Gold,RUS,Skating,False,True,2014
"CHAN, Patrick",Sochi,Figure skating,Team,Mixed,M,Silver,CAN,Skating,False,True,2014
"MOIR, Scott",Sochi,Figure skating,Team,Mixed,M,Silver,CAN,Skating,False,True,2014
"MOSCOVITCH, Dylan",Sochi,Figure skating,Team,Mixed,M,Silver,CAN,Skating,False,True,2014
"RADFORD, Eric",Sochi,Figure skating,Team,Mixed,M,Silver,CAN,Skating,False,True,2014
"REYNOLDS, Kevin",Sochi,Figure skating,Team,Mixed,M,Silver,CAN,Skating,False,True,2014
"KATSALAPOV, Nikita",Sochi,Figure skating,Team,Mixed,M,Gold,RUS,Skating,False,True,2014
"KLIMOV, Fedor",Sochi,Figure skating,Team,Mixed,M,Gold,RUS,Skating,False,True,2014
"PLYUSHCHENKO, Evgeny",Sochi,Figure skating,Team,Mixed,M,Gold,RUS,Skating,False,True,2014
"SOLOVIEV, Dmitri",Sochi,Figure skating,Team,Mixed,M,Gold,RUS,Skating,False,True,2014
"TRANKOV, Maxim",Sochi,Figure skating,Team,Mixed,M,Gold,RUS,Skating,False,True,2014
"ABBOTT, Jeremy",Sochi,Figure skating,Team,Mixed,M,Bronze,USA,Skating,False,True,2014
"BROWN, Jason",Sochi,Figure skating,Team,Mixed,M,Bronze,USA,Skating,False,True,2014
"SHNAPIR, Simon",Sochi,Figure skating,Team,Mixed,M,Bronze,USA,Skating,False,True,2014
"WHITE, Charlie",Sochi,Figure skating,Team,Mixed,M,Bronze,USA,Skating,False,True,2014
"VIRTUE, Tessa",Sochi,Figure skating,ice dancing,Mixed,F,Silver,CAN,Skating,False,True,2014
"ILINYKH, Elena",Sochi,Figure skating,ice dancing,Mixed,F,Bronze,RUS,Skating,False,True,2014
"DAVIS, Meryl",Sochi,Figure skating,ice dancing,Mixed,F,Gold,USA,Skating,False,True,2014
"KOSTNER, Carolina",Sochi,Figure skating,individual,Women,F,Bronze,ITA,Skating,False,True,2014
"KIM, Yuna",Sochi,Figure skating,individual,Women,F,Silver,KOR,Skating,False,True,2014
"SOTNIKOVA, Adelina",Sochi,Figure skating,individual,Women,F,Gold,RUS,Skating,False,True,2014
"SAVCHENKO, Aliona",Sochi,Figure skating,pairs,Mixed,F,Bronze,GER,Skating,False,True,2014
"STOLBOVA, Ksenia",Sochi,Figure skating,pairs,Mixed,F,Silver,RUS,Skating,False,True,2014
"VOLOSOZHAR, Tatiana",Sochi,Figure skating,pairs,Mixed,F,Gold,RUS,Skating,False,True,2014
"DUHAMEL, Meagan",Sochi,Figure skating,Team,Mixed,F,Silver,CAN,Skating,False,True,2014
"MOORE-TOWERS, Kirsten",Sochi,Figure skating,Team,Mixed,F,Silver,CAN,Skating,False,True,2014
"OSMOND, Kaetlyn",Sochi,Figure skating,Team,Mixed,F,Silver,CAN,Skating,False,True,2014
"VIRTUE, Tessa",Sochi,Figure skating,Team,Mixed,F,Silver,CAN,Skating,False,True,2014
"BOBROVA, Ekaterina",Sochi,Figure skating,Team,Mixed,F,Gold,RUS,Skating,False,True,2014
"ILINYKH, Elena",Sochi,Figure skating,Team,Mixed,F,Gold,RUS,Skating,False,True,2014
"LIPNITSKAYA, Yulia",Sochi,Figure skating,Team,Mixed,F,Gold,RUS,Skating,False,True,2014
"STOLBOVA, Ksenia",Sochi,Figure skating,Team,Mixed,F,Gold,RUS,Skating,False,True,2014
"VOLOSOZHAR, Tatiana",Sochi,Figure skating,Team,Mixed,F,Gold,RUS,Skating,False,True,2014
"CASTELLI, Marissa",Sochi,Figure skating,Team,Mixed,F,Bronze,USA,Skating,False,True,2014
"DAVIS, Meryl",Sochi,Figure skating,Team,Mixed,F,Bronze,USA,Skating,False,True,2014
"GOLD, Gracie",Sochi,Figure skating,Team,Mixed,F,Bronze,USA,Skating,False,True,2014
"WAGNER, Ashley",Sochi,Figure skating,Team,Mixed,F,Bronze,USA,Skating,False,True,2014
"KNEGT, Sjinkie",Sochi,Short Track Speed Skating,1000m,Men,M,Bronze,NED,Skating,False,True,2014
"AN, Victor",Sochi,Short Track Speed Skating,1000m,Men,M,Gold,RUS,Skating,False,True,2014
"GRIGOREV, Vladimir",Sochi,Short Track Speed Skating,1000m,Men,M,Silver,RUS,Skating,False,True,2014
"HAMELIN, Charles",Sochi,Short Track Speed Skating,1500m,Men,M,Gold,CAN,Skating,False,True,2014
"HAN, Tianyu",Sochi,Short Track Speed Skating,1500m,Men,M,Silver,CHN,Skating,False,True,2014
"AN, Victor",Sochi,Short Track Speed Skating,1500m,Men,M,Bronze,RUS,Skating,False,True,2014
"CHEN, Dequan",Sochi,Short Track Speed Skating,5000m relay,Men,M,Bronze,CHN,Skating,False,True,2014
"HAN, Tianyu",Sochi,Short Track Speed Skating,5000m relay,Men,M,Bronze,CHN,Skating,False,True,2014
"LIANG, Wenhao",Sochi,Short Track Speed Skating,5000m relay,Men,M,Bronze,CHN,Skating,False,True,2014
"SHI, Jingnan",Sochi,Short Track Speed Skating,5000m relay,Men,M,Bronze,CHN,Skating,False,True,2014
"WU, Dajing",Sochi,Short Track Speed Skating,5000m relay,Men,M,Bronze,CHN,Skating,False,True,2014
"AN, Victor",Sochi,Short Track Speed Skating,5000m relay,Men,M,Gold,RUS,Skating,False,True,2014
"ELISTRATOV, Semion",Sochi,Short Track Speed Skating,5000m relay,Men,M,Gold,RUS,Skating,False,True,2014
"GRIGOREV, Vladimir",Sochi,Short Track Speed Skating,5000m relay,Men,M,Gold,RUS,Skating,False,True,2014
"ZAKHAROV, Ruslan",Sochi,Short Track Speed Skating,5000m relay,Men,M,Gold,RUS,Skating,False,True,2014
"ALVAREZ, Eduardo",Sochi,Short Track Speed Skating,5000m relay,Men,M,Silver,USA,Skating,False,True,2014
"CELSKI, J.R.",Sochi,Short Track Speed Skating,5000m relay,Men,M,Silver,USA,Skating,False,True,2014
"CREVELING, Chris",Sochi,Short Track Speed Skating,5000m relay,Men,M,Silver,USA,Skating,False,True,2014
"MALONE, Jordan",Sochi,Short Track Speed Skating,5000m relay,Men,M,Silver,USA,Skating,False,True,2014
"COURNOYER, Charle",Sochi,Short Track Speed Skating,500m,Men,M,Bronze,CAN,Skating,False,True,2014
"WU, Dajing",Sochi,Short Track Speed Skating,500m,Men,M,Silver,CHN,Skating,False,True,2014
"AN, Victor",Sochi,Short Track Speed Skating,500m,Men,M,Gold,RUS,Skating,False,True,2014
"FAN, Kexin",Sochi,Short Track Speed Skating,1000m,Women,F,Silver,CHN,Skating,False,True,2014
"PARK, Seung-Hi",Sochi,Short Track Speed Skating,1000m,Women,F,Gold,KOR,Skating,False,True,2014
"SHIM, Suk Hee",Sochi,Short Track Speed Skating,1000m,Women,F,Bronze,KOR,Skating,False,True,2014
"ZHOU, Yang",Sochi,Short Track Speed Skating,1500m,Women,F,Gold,CHN,Skating,False,True,2014
"FONTANA, Arianna",Sochi,Short Track Speed Skating,1500m,Women,F,Bronze,ITA,Skating,False,True,2014
"SHIM, Suk Hee",Sochi,Short Track Speed Skating,1500m,Women,F,Silver,KOR,Skating,False,True,2014
"DROLET, Marie-Eve",Sochi,Short Track Speed Skating,3000m relay,Women,F,Silver,CAN,Skating,False,True,2014
"HEWITT, Jessica",Sochi,Short Track Speed Skating,3000m relay,Women,F,Silver,CAN,Skating,False,True,2014
"MALTAIS, Valerie",Sochi,Short Track Speed Skating,3000m relay,Women,F,Silver,CAN,Skating,False,True,2014
"ST-GELAIS, Marianne",Sochi,Short Track Speed Skating,3000m relay,Women,F,Silver,CAN,Skating,False,True,2014
"FONTANA, Arianna",Sochi,Short Track Speed Skating,3000m relay,Women,F,Bronze,ITA,Skating,False,True,2014
"PERETTI, Lucia",Sochi,Short Track Speed Skating,3000m relay,Women,F,Bronze,ITA,Skating,False,True,2014
"VALCEPINA, Martina",Sochi,Short Track Speed Skating,3000m relay,Women,F,Bronze,ITA,Skating,False,True,2014
"VIVIANI, Elena",Sochi,Short Track Speed Skating,3000m relay,Women,F,Bronze,ITA,Skating,False,True,2014
"CHO, Ha-Ri",Sochi,Short Track Speed Skating,3000m relay,Women,F,Gold,KOR,Skating,False,True,2014
"KIM, Alang",Sochi,Short Track Speed Skating,3000m relay,Women,F,Gold,KOR,Skating,False,True,2014
"KONG, Sangjeong",Sochi,Short Track Speed Skating,3000m relay,Women,F,Gold,KOR,Skating,False,True,2014
"PARK, Seung-Hi",Sochi,Short Track Speed Skating,3000m relay,Women,F,Gold,KOR,Skating,False,True,2014
"SHIM, Suk Hee",Sochi,Short Track Speed Skating,3000m relay,Women,F,Gold,KOR,Skating,False,True,2014
"LI, Jianrou",Sochi,Short Track Speed Skating,500m,Women,F,Gold,CHN,Skating,False,True,2014
"FONTANA, Arianna",Sochi,Short Track Speed Skating,500m,Women,F,Silver,ITA,Skating,False,True,2014
"PARK, Seung-Hi",Sochi,Short Track Speed Skating,500m,Women,F,Bronze,KOR,Skating,False,True,2014
"BERGSMA, Jorrit",Sochi,Speed skating,10000m,Men,M,Gold,NED,Skating,False,True,2014
"DE JONG, Bob",Sochi,Speed skating,10000m,Men,M,Bronze,NED,Skating,False,True,2014
"KRAMER, Sven",Sochi,Speed skating,10000m,Men,M,Silver,NED,Skating,False,True,2014
"MORRISON, Denny",Sochi,Speed skating,1000m,Men,M,Silver,CAN,Skating,False,True,2014
"GROOTHUIS, Stefan",Sochi,Speed skating,1000m,Men,M,Gold,NED,Skating,False,True,2014
"MULDER, Michel",Sochi,Speed skating,1000m,Men,M,Bronze,NED,Skating,False,True,2014
"MORRISON, Denny",Sochi,Speed skating,1500m,Men,M,Bronze,CAN,Skating,False,True,2014
"VERWEIJ, Koen",Sochi,Speed skating,1500m,Men,M,Silver,NED,Skating,False,True,2014
"BRODKA, Zbigniew",Sochi,Speed skating,1500m,Men,M,Gold,POL,Skating,False,True,2014
"BERGSMA, Jorrit",Sochi,Speed skating,5000m,Men,M,Bronze,NED,Skating,False,True,2014
"BLOKHUIJSEN, Jan",Sochi,Speed skating,5000m,Men,M,Silver,NED,Skating,False,True,2014
"KRAMER, Sven",Sochi,Speed skating,5000m,Men,M,Gold,NED,Skating,False,True,2014
"MULDER, Michel",Sochi,Speed skating,500m,Men,M,Gold,NED,Skating,False,True,2014
"MULDER, Ronald",Sochi,Speed skating,500m,Men,M,Bronze,NED,Skating,False,True,2014
"SMEEKENS, Jan",Sochi,Speed skating,500m,Men,M,Silver,NED,Skating,False,True,2014
"JOO, Hyong Jun",Sochi,Speed skating,Team pursuit,Men,M,Silver,KOR,Skating,False,True,2014
"KIM, Cheol Min",Sochi,Speed skating,Team pursuit,Men,M,Silver,KOR,Skating,False,True,2014
"LEE, Seung Hoon",Sochi,Speed skating,Team pursuit,Men,M,Silver,KOR,Skating,False,True,2014
"BLOKHUIJSEN, Jan",Sochi,Speed skating,Team pursuit,Men,M,Gold,NED,Skating,False,True,2014
"KRAMER, Sven",Sochi,Speed skating,Team pursuit,Men,M,Gold,NED,Skating,False,True,2014
