Source,Target
POL,YUG
POL,CUB
NGR,YUG
NGR,CUB
YUG,CUB
USA,GDR
USA,FRG
GDR,FRG
FRA,GDR
FRA,FRG
GDR,FRG
GDR,GDR
GDR,AUT
GDR,AUT
FRG,ROU
FRG,HUN
ROU,HUN
BUL,URS
BUL,ROU
URS,ROU
HUN,URS
HUN,SWE
URS,SWE
POL,URS
POL,HUN
URS,HUN
NOR,URS
NOR,ROU
URS,ROU
URS,POL
NED,AUS
GDR,DEN
GDR,AUS
DEN,AUS
POL,URS
POL,GDR
URS,GDR
FRG,NOR
FRG,SUI
NOR,SUI
URS,FRA
URS,AUS
FRA,AUS
GBR,FRG
GBR,GDR
FRG,GDR
ITA,ITA
ITA,USA
ITA,USA
USA,URS
USA,ITA
URS,ITA
URS,FRG
SWE,GBR
SWE,ITA
GBR,ITA
FRG,GBR
FRG,USA
GBR,USA
FRA,POL
FRA,URS
POL,URS
FRA,POL
FRA,HUN
POL,HUN
HUN,ITA
HUN,URS
ITA,URS
URS,URS
URS,HUN
URS,HUN
URS,HUN
URS,SUI
HUN,SUI
HUN,HUN
HUN,FRA
HUN,FRA
URS,GDR
URS,POL
URS,HUN
GDR,POL
GDR,HUN
POL,HUN
GDR,JPN
GDR,URS
JPN,URS
JPN,URS
JPN,JPN
URS,JPN
JPN,JPN
JPN,JPN
JPN,JPN
JPN,JPN
JPN,JPN
JPN,JPN
JPN,JPN
JPN,JPN
JPN,JPN
JPN,URS
JPN,JPN
URS,JPN
JPN,JPN
JPN,URS
JPN,URS
URS,GDR
URS,URS
GDR,URS
ROU,YUG
ROU,TCH
YUG,TCH
IND,FRG
IND,PAK
FRG,PAK
JPN,URS
JPN,NED
JPN,FRG
URS,NED
URS,FRG
NED,FRG
PRK,FRA
PRK,JPN
FRA,JPN
GDR,URS
GDR,JPN
GDR,POL
URS,JPN
URS,POL
JPN,POL
FRA,GBR
FRA,JPN
FRA,KOR
GBR,JPN
GBR,KOR
JPN,KOR
FRG,BRA
FRG,URS
FRG,GBR
BRA,URS
BRA,GBR
URS,GBR
FRA,GBR
FRA,NED
FRA,URS
GBR,NED
GBR,URS
NED,URS
USA,ITA
ITA,FRG
ITA,USA
FRG,USA
URS,HUN
URS,URS
HUN,URS
FIN,URS
FIN,HUN
URS,HUN
TCH,FRG
TCH,GDR
FRG,GDR
ROU,GDR
ROU,TCH
GDR,TCH
FRG,GDR
FRG,NZL
GDR,NZL
NED,GDR
NED,SUI
GDR,SUI
GDR,URS
GDR,NOR
URS,NOR
GDR,NZL
GDR,USA
NZL,USA
GDR,URS
GDR,ARG
URS,ARG
URS,FRA
URS,GRE
FRA,GRE
CAN,USA
CAN,SWE
USA,SWE
FRG,AUS
FRG,SWE
AUS,SWE
USA,AUS
USA,GDR
AUS,GDR
FRG,GBR
FRG,FRA
GBR,FRA
USA,URS
USA,GBR
URS,GBR
URS,POL
URS,TCH
POL,TCH
HUN,USA
HUN,URS
USA,URS
AUT,SWE
AUT,ROU
SWE,ROU
GDR,USA
GDR,USA
USA,USA
ROU,PRK
ROU,USA
PRK,USA
GBR,URS
GBR,COL
URS,COL
GDR,FRG
GDR,URS
FRG,URS
ITA,ITA
ITA,FRA
ITA,FRA
USA,GDR
USA,USA
GDR,USA
USA,JPN
USA,USA
JPN,USA
USA,USA
USA,CAN
USA,CAN
URS,USA
URS,USA
USA,USA
USA,USA
USA,AUS
USA,AUS
USA,GDR
USA,USA
GDR,USA
JPN,USA
JPN,GBR
USA,GBR
USA,USA
USA,USA
USA,USA
FRG,USA
FRG,USA
USA,USA
USA,SWE
USA,USA
SWE,USA
USA,AUS
USA,USA
AUS,USA
